doi,title,publisher,content_type,abstract,html_url,publication_title,publication_date,database
10.1109/ICBAIE52039.2021.9389899,An Open-Source Programming Language-Based Interactive Device: Popular Science of the Five Cereals for Children,IEEE,Conferences,"In this paper, Arduino is used in combination with switch, lighting and sound facilities to realize human-computer interaction. Arduino is an open-source electronics platform that integrates hardware and software. Given its versatility, expressiveness and operability, designers and artists are free to turn their ideas into reality on this platform, using programming languages to create high-quality interactive installations. In response to children's difficulty telling the difference between the five cereals, this paper seeks to educate children on crops in the form of human-computer interaction through the design and manufacture of a popular science-themed interactive device. Through the external hardware configuration (pressure induction, lamp and sound), children are guided to knowing and grasping the growth stages of common plants. In this way, children's perceptions of nature and crops can be constructed through a combination of technology and art.",https://ieeexplore.ieee.org/document/9389899/,"2021 IEEE 2nd International Conference on Big Data, Artificial Intelligence and Internet of Things Engineering (ICBAIE)",26-28 March 2021,ieeexplore
10.1109/ISAIAM53259.2021.00012,Application of children Artificial Intelligence science popularization books based on Augmented Reality technology,IEEE,Conferences,"Children’s books are enlightenment books for children’s education, and the educational significance of popular science books is even more important. With the development of global intelligent technology, parents pay more attention to children’s intelligent education, and books combined with science and technology become more popular. As one of the important tools in the process of children’s growth, books play an important role in children’s early education. However, most of the popular science books are still natural universe, animal world, military education and other subjects. Today, with the development of intelligent technology, it has become an inevitable thing to carry out artificial intelligence science popularization for children. Therefore, this article uses multimedia technology, uses Kudan SDK to develop AR applications in Unity, explores the application of AR technology in popular science books, and uses artificial intelligence as the theme for creation. It mainly includes the cognitive analysis of artificial intelligence, ar software system design and the design exploration of AR and books for 7-11 year olds, so that children can understand and learn the relevant knowledge of AI in the technical environment.",https://ieeexplore.ieee.org/document/9516578/,2021 International Symposium on Artificial Intelligence and its Application on Media (ISAIAM),21-23 May 2021,ieeexplore
10.1109/BigData.2016.7840859,Building a research data science platform from industrial machines,IEEE,Conferences,"Data Science research has a long history in academia which spans from large-scale data management, to data mining and data analysis using technologies from database management systems (DBMS's). While traditional HPC offers tools on leveraging existing technologies with data processing needs, the large volume of data and the speed of data generation pose significant challenges. Using the Hadoop platform and tools built on top of it drew immense interest from academia after it gained success in industry. Georgia Institute of Technology received a donation of 200 compute nodes from Yahoo. Turning these industrial machines into a research Data Science Platform (DSP) poses unique challenges, such as: nontrivial hardware design decisions, configuration tool choices, node integration into existing HPC infrastructure, partitioning resource to meet different application needs, software stack choices, etc. We have 40 nodes up and running, 24 running as a Hadoop and Spark cluster, 12 running as a HBase and OpenTSDB cluster, the others running as service nodes. We successfully tested it against Spark Machine Learning algorithms using a 88GB image dataset, Spark DataFrame and GraphFrame with a Wikipedia dataset, and Hadoop MapReduce wordcount on a 300GB dataset. The OpenTSDB cluster is for real-time time series data ingestion and storage for sensor data. We are working on bringing up more nodes. We share our first-hand experience gained in our journey, which we believe will benefit and inspire other academic institutions.",https://ieeexplore.ieee.org/document/7840859/,2016 IEEE International Conference on Big Data (Big Data),5-8 Dec. 2016,ieeexplore
10.1109/ICoDT252288.2021.9441481,Classy AA-NECTAR: Personalized Ubiquitous E-Learning Recommender System with Ontology and Data Science Techniques,IEEE,Conferences,"Learners have different learning styles each tailored to their own personality. Incompatibility of learning and teaching style is inconvenient. This paper integrates learner behavior modeling, academic web crawling and content retrieval using state of the art technology. This research work aims to propose a personalized ubiquitous learning model to identify learner learning styles and deploy type of content that is corresponding to the learner's learning style. Felder-Solomon model is one of the models being used for the learner profiling. This gives ease not only to the learners but the pedagogical instructors as well for not making different type of content. Real time monitoring makes the self-adaptive system learn through the learner's gestures and self-adjusts autonomously. Learners' aptitude increases, saving time and inconvenience. This will give an easy access to certifying organizations to get more capable skill oriented people.",https://ieeexplore.ieee.org/document/9441481/,2021 International Conference on Digital Futures and Transformative Technologies (ICoDT2),20-21 May 2021,ieeexplore
10.1109/COMPSAC48688.2020.00026,DSLE: A Smart Platform for Designing Data Science Competitions,IEEE,Conferences,"During the last years an increasing number of university-level and post-graduation courses on Data Science have been offered. Practices and assessments need specific learning environments where learners could play with data samples and run machine learning and data mining algorithms. To foster learner engagement many closed-and open-source platforms support the design of data science competitions. However, they show limitations on the ability to handle private data, customize the analytics and evaluation processes, and visualize learners' activities and outcomes. This paper presents Data Science Lab Environment (DSLE, in short), a new open-source platform to design and monitor data science competitions. DSLE offers a easily configurable interface to share training and test data, design group works or individual sessions, evaluate the competition runs according to customizable metrics, manage public and private leaderboards, monitor participants' activities and their progress over time. The paper describes also a real experience of usage of DSLE in the context of a 1st-year M.Sc. course, which has involved around 160 students.",https://ieeexplore.ieee.org/document/9202557/,"2020 IEEE 44th Annual Computers, Software, and Applications Conference (COMPSAC)",13-17 July 2020,ieeexplore
10.1109/DSAA.2015.7344825,Data science foundry for MOOCs,IEEE,Conferences,"In this paper, we present the concept of data science foundry for data from Massive Open Online Courses. In the foundry we present a series of software modules that transform the data into different representations. Ultimately, each online learner is represented using a set of variables that capture his/her online behavior. These variables are captured longitudinally over an interval. Using this representation we then build a predictive analytics stack that is able to predict online learners behavior as the course progresses in real time. To demonstrate the efficacy of the foundry, we attempt to solve an important prediction problem for Massive Open Online Courses (MOOCs): who is likely to stopout? Across a multitude of courses, with our complex per-student behavioral variables, we achieve a predictive accuracy of 0.7 AUCROC and higher for a one-week-ahead prediction problem. For a two-to-three-weeks-ahead prediction problem, we are able to achieve 0.6 AUCROC. We validate, via transfer learning, that these predictive models can be used in real time. We also demonstrate that we can protect the models using privacy-preserving mechanisms without losing any predictive accuracy.",https://ieeexplore.ieee.org/document/7344825/,2015 IEEE International Conference on Data Science and Advanced Analytics (DSAA),19-21 Oct. 2015,ieeexplore
10.1109/GCCE.2017.8229475,Deductively verifying embedded software in the era of artificial intelligence = machine learning + software science,IEEE,Conferences,"Today Google collects big data, and develops new business using both cloud computing such as search engine and artificial intelligence such as machine learning. The study of artificial intelligence mainly on deep learning is prosperous and is expected to make smart life now and in the future. The mainstream of the present artificial intelligence is machine learning, and the foundation is inductive inference. On the other hand, artificial intelligence from old days is deductive inference, and the deductive inference is the foundation of software science. In this paper, from the viewpoint of “artificial intelligence = machine learning + software science”, we grasp computer technologies. We pay attention to software science, especially deductive inference of embedded systems, and explain deductive verifications for guaranteeing the reliability of embedded systems.",https://ieeexplore.ieee.org/document/8229475/,2017 IEEE 6th Global Conference on Consumer Electronics (GCCE),24-27 Oct. 2017,ieeexplore
10.1109/ICAICA52286.2021.9498218,Eco-climate Intelligent Monitoring System of an Agricultural Science-And-Technology Park Based on Internet of Things,IEEE,Conferences,"An agricultural science and technology park (ASTP) is a new mode of agricultural development supported by science and technology. At present, research focuses on diseases and insect pests, intelligent irrigation, greenhouse environment-specific crop monitoring, and other individual issues, in which the utilization efficiency of agricultural information technology is low. The purpose of this study is to fully grasp the change in the ecological climate of ASTPs and improve their intelligence level. This study, based on the Internet of Things of agricultural information transmission and control, designs a greenhouse climatic and agricultural science and technology park and unifies the field intelligent control and scientific research and production integration management platforms. Standardized planting and a field monitoring center for large data visualization analysis for scientific research and production are used to achieve real-time online mining analysis, monitoring, and early warning and decision support services. A software terminal is used to prompt on-site management measures and early warning according to weather changes. After one growing season, the labor force was reduced by 20%, the use of pesticides by 20%, and the use of water resources and fertilizers decreased. Practical application shows that the system runs stably and meets the demands of ecological environment monitoring in ASTPs.",https://ieeexplore.ieee.org/document/9498218/,2021 IEEE International Conference on Artificial Intelligence and Computer Applications (ICAICA),28-30 June 2021,ieeexplore
10.1109/ICCI-CC.2014.6921432,From information revolution to intelligence revolution: Big data science vs. intelligence science,IEEE,Conferences,"The hierarchy of human knowledge is categorized at the levels of data, information, knowledge, and intelligence. For instance, given an AND-gate with 1,000-input pins, it may be described very much differently at various levels of perceptions in the knowledge hierarchy. At the data level on the bottom, it represents a 2<sup>1,000</sup> state space, known as `big data' in recent terms, which appears to be a big issue in engineering. However, at the information level, it just represents 1,000 bit information that is equivalent to the numbers of inputs. Further, at the knowledge level, it expresses only two rules that if all inputs are one, the output is one; and if any input is zero, the output is zero. Ultimately, at the intelligence level, it is simply an instance of the logical model of an AND-gate with arbitrary inputs. This problem reveals that human intelligence and wisdom are an extremely efficient and a fast convergent induction mechanism for knowledge and wisdom elicitation and abstraction where data are merely factual materials and arbitrary instances in the almost infinite state space of the real world. Although data and information processing have been relatively well studied, the nature, theories, and suitable mathematics underpinning knowledge and intelligence are yet to be systematically studied in cognitive informatics and cognitive computing. This will leads to a new era of human intelligence revolution following the industrial, computational, and information revolutions. This is also in accordance with the driving force of the hierarchical human needs from low-level material requirements to high-level ones such as knowledge, wisdom, and intelligence. The trend to the emerging intelligent revolution is to meet the ultimate human needs. The basic approach to intelligent revolution is to invent and embody cognitive computers, cognitive robots, and cognitive systems that extend human memory capacity, learning ability, wisdom, and creativity. Via intelligence revolution, an interconnected cognitive intelligent Internet will enable ordinary people to access highly intelligent systems created based on the latest development of human knowledge and wisdom. Highly professional systems may help people to solve typical everyday problems. Towards these objectives, the latest advances in abstract intelligence and intelligence science investigated in cognitive informatics and cognitive computing are well positioned at the center of intelligence revolution. A wide range of applications of cognitive computers have been developing in ICIC [http://www.ucalgary.ca/icic/] such as, inter alia, cognitive computers, cognitive robots, cognitive learning engines, cognitive Internet, cognitive agents, cognitive search engines, cognitive translators, cognitive control systems, cognitive communications systems, and cognitive automobiles.",https://ieeexplore.ieee.org/document/6921432/,2014 IEEE 13th International Conference on Cognitive Informatics and Cognitive Computing,18-20 Aug. 2014,ieeexplore
10.1109/CSEI50228.2020.9142534,How to Use Stock Data for Data Science Education: A Simulated Trading Platform in Classroom,IEEE,Conferences,"The research hereby presents an innovate practice to enhance data science education by integrating an in-house-developed stock trading platform. Students of Data Science area usually face the difficulty of understanding the complex of real-time data and sophisticated statistical indicators and models. Another difficulty is students are easy to lost interests and patience during the process of learning programming and analysis process, such as R-language. Stock market, as a huge data source and an important data disciplinary, is comparatively easy to attract student attentions. Thus, we developed an intuitive trading platform for education purpose. The platform contains three components: an exploring window, a control windows and a report window. The exploring window shows current and historical stock price trends and related indicators. Several representative stocks from different sectors can be picked and specific time frames can be assigned. The control window allows students to develop their own trading strategies. A trading strategy can be created by either intuitive way, or through single or combinations of indicators, or be built generically though plug-in R-programing module. The report window demonstrates the expected return of a stock in a specific time frame through a specific strategy. A more comprehensive report with detailed transaction information is also provided for back-testing purpose. Students are involved into the development of the software and get experience for R-programming. Preliminary version of the product has been tested and surveyed in a data science classroom. About ten junior Data Science students have practiced and provided feedback. The positive survey results show the feasibility of the approach. In the future, artificial intelligent component will be integrated into the platform.",https://ieeexplore.ieee.org/document/9142534/,2020 IEEE 2nd International Conference on Computer Science and Educational Informatization (CSEI),12-14 June 2020,ieeexplore
