paperId,url,title,abstract,venue,year,externalIds.DOI,database,query_name,query_value
889150e1a465317ce1794ff2ead606023d5fdb3f,https://www.semanticscholar.org/paper/889150e1a465317ce1794ff2ead606023d5fdb3f,Section focused on machine learning methods for high-level cognitive capabilities in robotics,"Integrating highand low-level cognitive capabilities is essential for developing robotic systems that can adaptively act in our daily environment in active collaboration with humans. Recent advances in machine learning techniques, including deep learning and hierarchical Bayesian modeling, are providing us with new possibilities to integrate highand low-level cognitive capabilities in robotics. It became clear that such learning methods are indispensable to create robots that can effectively address uncertaintieswhile acting smart in the realworld. We had organized workshops, named ‘Machine Learning Methods for High-Level Cognitive Capabilities in Robotics,’ in IROS 2016 and 2017. In the workshops, we solicited excellent papers related to the demand for accelerating the synergies of lowand high-level cognitive capabilities. It would enable us to develop methods that address real-world problems in a more robust manner. Hence, we aim to share knowledge regarding stateof-the-art machine learning methods that contribute to modeling sensory-motor and cognitive capabilities in robotics and to exchange views among cutting-edge robotics researchers with a special emphasis on adaptive high-level cognition. Through the workshops, researchers from cognitive robotics, speech processing, artificial intelligence, machine learning, computer vision, natural language processing, and so on were gathered to discuss the current challenges in machine learning methods for highlevel cognitive capabilities in robotics. Typical keywords discussed in the workshop were as follows: multimodal communication, learning motor skills and segmentation of time-series information, concept formation, probabilisticmodels, language acquisition, human–robot communication and collaboration, deep learning, the theory of mind and model of others, skill transfer, Bayesian modeling, application in communicable service robots, and so on. These keywords should be organized using Figure 1, which was used in the workshop discussion in 2017. Our daily environment is full of uncertainties, with complex objects and challenging tasks. A robot is not only required to deal with things appropriately in a physical manner, but also perform logical and linguistic tasks in the real world. Consider a scenario where a human user tells a robot, ‘pleasemove it into the blue box.’ In addition to solving a manipulation task, the robot must move the target object to a particular blue box and estimatewhat ‘it’ represents. In addition to solving the manipulation task, the robot should estimate the meaning of ‘into,’ representing the relationship between ‘it’ and ‘the blue box’ in a real-world environment. When a robot attempts to communicate and collaborate with human users in a realworld environment, bridging highand low-level cognitive capabilities is critical. Low-level cognitive capabilities include physical control, behavioral motion generation, and sensory perception (node (i) in Figure 1). In contrast, high-level cognitive capabilities include logical inference, planning, and language (node (ii) in Figure 1). Conventionally, symbol-based and/or rule-based approaches have been employed to model high-level cognitive capabilities in robotics. However, it has been reported that such conventional methods could not create a robot that could address inevitable uncertainties in the physical environment and natural human–robot communications. In other words, the difficulty of direct transformation between nodes (i) and (ii) was the major cause of the low performance of natural human–robot communications. However, recent advances in machine learning techniques have provided a bridge betweennode (i) and the top node, and between node (ii) and the top node, as shown in Figure 1. It has become increasingly clear that machine learning methods are indispensable for creating robots that address uncertainties. In addition to machine learning techniques, big data in human–robot interactions through a virtual reality environment can be applied to accelerate the learning process to connect the highand low-level cognitive capabilities. We organized a new type of submission strategy at the second workshop in 2017. Authors could choose from two submission categories:",Adv. Robotics,2019,10.1080/01691864.2019.1625183,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
9cd80a501ea586086f614f08667e7ed7533a1204,https://www.semanticscholar.org/paper/9cd80a501ea586086f614f08667e7ed7533a1204,From Machine Learning to Robotics: Challenges and Opportunities for Embodied Intelligence,"Machine learning has long since become a keystone technology, accelerating science and applications in a broad range of domains. Consequently, the notion of applying learning methods to a particular problem set has become an established and valuable modus operandi to advance a particular field. In this article we argue that such an approach does not straightforwardly extended to robotics — or to embodied intelligence more generally: systems which engage in a purposeful exchange of energy and information with a physical environment. In particular, the purview of embodied intelligent agents extends significantly beyond the typical considerations of main-stream machine learning approaches, which typically (i) do not consider operation under conditions significantly different from those encountered during training; (ii) do not consider the often substantial, long-lasting and potentially safety-critical nature of interactions during learning and deployment; (iii) do not require ready adaptation to novel tasks while at the same time (iv) effectively and efficiently curating and extending their models of the world through targeted and deliberate actions. In reality, therefore, these limitations result in learning-based systems which suffer from many of the same operational shortcomings as more traditional, engineering-based approaches when deployed on a robot outside a well defined, and often narrow operating envelope. Contrary to viewing embodied intelligence as another application domain for machine learning, here we argue that it is in fact a key driver for the advancement of machine learning technology. In this article our goal is to highlight challenges and opportunities that are specific to embodied intelligence and to propose research directions which may significantly advance the state-of-the-art in robot learning.",ArXiv,2021,,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
6d00d7f4e89c05f87c0519790313761f8a8fc425,https://www.semanticscholar.org/paper/6d00d7f4e89c05f87c0519790313761f8a8fc425,Cooperative Robotics and Machine Learning for Smart Manufacturing: Platform Design and Trends Within the Context of Industrial Internet of Things,"Internet of Things (IoT) in industrial settings now leads to the development of a new generation of systems designed to improve the operational efficiency of the new paradigm of smart manufacturing plants. Thereby, the current article introduces in detail the definitions, concepts, standards, and other important aspects related to smart manufacturing, cooperative robotics, and machine learning techniques. The paper highlights the opportunities presented by the new paradigm and the challenges faced in effectively implementing it in the industrial context. Especially, the focus is on the challenges associated with the architectures, communications technology, and protocols that enable the integration and deployment of machine learning algorithms to improve the execution of cooperative tasks performed daily by human operators, machines, and robots. The article also provides a systematic review of state-of-the-art research efforts for the fields aforementioned. Finally, an architecture for integrating collaborative robotics and machine learning based on six layers and four hierarchies of the RAMI 4.0 (Reference Architectural Model Industry 4.0) is presented.",IEEE Access,2021,10.1109/ACCESS.2021.3094374,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
1d3539a8d94bd3ab78993d7cc584efc06ed0e460,https://www.semanticscholar.org/paper/1d3539a8d94bd3ab78993d7cc584efc06ed0e460,Synthetic Benchmarks for Scientific Research in Explainable Machine Learning,"As machine learning models grow more complex and their applications become more high-stakes, tools for explaining model predictions have become increasingly important. This has spurred a flurry of research in model explainability and has given rise to feature attribution methods such as LIME and SHAP. Despite their widespread use, evaluating and comparing different feature attribution methods remains challenging: evaluations ideally require human studies, and empirical evaluation metrics are often data-intensive or computationally prohibitive on realworld datasets. In this work, we address this issue by releasing XAI-BENCH: a suite of synthetic datasets along with a library for benchmarking feature attribution algorithms. Unlike real-world datasets, synthetic datasets allow the efficient computation of conditional expected values that are needed to evaluate groundtruth Shapley values and other metrics. The synthetic datasets we release offer a wide variety of parameters that can be configured to simulate real-world data. We demonstrate the power of our library by benchmarking popular explainability techniques across several evaluation metrics and across a variety of settings. The versatility and efficiency of our library will help researchers bring their explainability methods from development to deployment. Our code is available at https://github.com/abacusai/xai-bench.",NeurIPS Datasets and Benchmarks,2021,,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
9c9d7247f8c51ec5a02b0d911d1d7b9e8160495d,https://www.semanticscholar.org/paper/9c9d7247f8c51ec5a02b0d911d1d7b9e8160495d,TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems,"TensorFlow is an interface for expressing machine learning algorithms, and an implementation for executing such algorithms. A computation expressed using TensorFlow can be executed with little or no change on a wide variety of heterogeneous systems, ranging from mobile devices such as phones and tablets up to large-scale distributed systems of hundreds of machines and thousands of computational devices such as GPU cards. The system is flexible and can be used to express a wide variety of algorithms, including training and inference algorithms for deep neural network models, and it has been used for conducting research and for deploying machine learning systems into production across more than a dozen areas of computer science and other fields, including speech recognition, computer vision, robotics, information retrieval, natural language processing, geographic information extraction, and computational drug discovery. This paper describes the TensorFlow interface and an implementation of that interface that we have built at Google. The TensorFlow API and a reference implementation were released as an open-source package under the Apache 2.0 license in November, 2015 and are available at www.tensorflow.org.",ArXiv,2016,,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
ed9b2c4d4ea93d86a6e1167c9e92cfa0a243c4bc,https://www.semanticscholar.org/paper/ed9b2c4d4ea93d86a6e1167c9e92cfa0a243c4bc,Challenges and Opportunities for Unikernels in Machine Learning Inference,"Machine Learning has become a value creator for many new and old businesses. However, efficient realworld machine learning deployments are still a challenge. Traditional Machine Learning deployments suffer from efficient resource utilization and achieving predictable latency. They cannot be treated in the same manner as other application server deployments. Unikernels are a method to specialize application deployment and performance to suit the needs of the application. Traditionally, building or porting applications to unikernels have been challenging. However, recent work has been into simplifying the development of unikernels. Real-world Unikernels as of now are only for specializing applications that run on the CPU. We survey machine learning practitioners and find out that the majority of machine learning practitioners are using the CPU for machine learning deployments, thus, creating an opportunity for unikernels to optimize the performance of these applications. We compare the architecture of two unikernels: nanos and Unikraft. We benchmarked scikit-learn, a popular machine library, inside a unikernel and found that it only offered a 1% advantage over a traditional deployment. However, our testing could not include more innovative systems like Unikraft due to their immaturity and inability to run machine learning libraries. We include a dependency analysis of three popular machine learning libraries Tensorflow Lite, PyTorch and ONNX, to help pave the way for building machine learning applications as Unikraft unikernels.","2021 9th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",2021,10.1109/icrito51393.2021.9596080,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
56e63ffea11c875f7eee257798e18cd04e453b6c,https://www.semanticscholar.org/paper/56e63ffea11c875f7eee257798e18cd04e453b6c,Synthetic Benchmarks for Scientific Research in Explainable Machine Learning,"As machine learning models grow more complex and their applications become more high-stakes, tools for explaining model predictions have become increasingly important. This has spurred a flurry of research in model explainability and has given rise to feature attribution methods such as LIME and SHAP. Despite their widespread use, evaluating and comparing different feature attribution methods remains challenging: evaluations ideally require human studies, and empirical evaluation metrics are often data-intensive or computationally prohibitive on realworld datasets. In this work, we address this issue by releasing XAI-BENCH: a suite of synthetic datasets along with a library for benchmarking feature attribution algorithms. Unlike real-world datasets, synthetic datasets allow the efficient computation of conditional expected values that are needed to evaluate groundtruth Shapley values and other metrics. The synthetic datasets we release offer a wide variety of parameters that can be configured to simulate real-world data. We demonstrate the power of our library by benchmarking popular explainability techniques across several evaluation metrics and across a variety of settings. The versatility and efficiency of our library will help researchers bring their explainability methods from development to deployment. Our code is available at https://github.com/abacusai/xai-bench.",,2021,,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
b14558c0b727af0ac9086f463b6030b9072dbe16,https://www.semanticscholar.org/paper/b14558c0b727af0ac9086f463b6030b9072dbe16,Methods for Automatic Machine-Learning Workflow Analysis,,ECML/PKDD,2021,10.1007/978-3-030-86517-7_4,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
f5792d3c5e53f406b1aee6aae4505792b23bfcc0,https://www.semanticscholar.org/paper/f5792d3c5e53f406b1aee6aae4505792b23bfcc0,Dynamic Placement of Rapidly Deployable Mobile Sensor Robots Using Machine Learning and Expected Value of Information,"
 Although the Industrial Internet of Things has increased the number of sensors permanently installed in industrial plants, there will be gaps in coverage due to broken sensors or sparse density in very large plants, such as in the petrochemical industry. Modern emergency response operations are beginning to use Small Unmanned Aerial Systems (sUAS) that have the ability to drop sensor robots to precise locations. sUAS can provide longer-term persistent monitoring that aerial drones are unable to provide. Despite the relatively low cost of these assets, the choice of which robotic sensing systems to deploy to which part of an industrial process in a complex plant environment during emergency response remains challenging.
 This paper describes a framework for optimizing the deployment of emergency sensors as a preliminary step towards realizing the responsiveness of robots in disaster circumstances. AI techniques (Long short-term memory, 1-dimensional convolutional neural network, logistic regression, and random forest) identify regions where sensors would be most valued without requiring humans to enter the potentially dangerous area. In the case study described, the cost function for optimization considers costs of false-positive and false-negative errors. Decisions on mitigation include implementing repairs or shutting down the plant. The Expected Value of Information (EVI) is used to identify the most valuable type and location of physical sensors to be deployed to increase the decision-analytic value of a sensor network. This method is applied to a case study using the Tennessee Eastman process data set of a chemical plant, and we discuss implications of our findings for operation, distribution, and decision-making of sensors in plant emergency and resilience scenarios.","Volume 13: Safety Engineering, Risk, and Reliability Analysis; Research Posters",2021,10.1115/imece2021-70759,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
feaeda74182d7f9890a6ff5a1733ee21a288cbd3,https://www.semanticscholar.org/paper/feaeda74182d7f9890a6ff5a1733ee21a288cbd3,Electronic skins and machine learning for intelligent soft robots,"Developments in e-skins and machine learning may achieve tactile sensing and proprioception for autonomous, deployable soft robots. Soft robots have garnered interest for real-world applications because of their intrinsic safety embedded at the material level. These robots use deformable materials capable of shape and behavioral changes and allow conformable physical contact for manipulation. Yet, with the introduction of soft and stretchable materials to robotic systems comes a myriad of challenges for sensor integration, including multimodal sensing capable of stretching, embedment of high-resolution but large-area sensor arrays, and sensor fusion with an increasing volume of data. This Review explores the emerging confluence of e-skins and machine learning, with a focus on how roboticists can combine recent developments from the two fields to build autonomous, deployable soft robots, integrated with capabilities for informative touch and proprioception to stand up to the challenges of real-world environments.",Science Robotics,2020,10.1126/scirobotics.aaz9239,semantic_scholar,robotics,'robotics' AND 'machine learning' AND ('real-world' AND 'deploy')
