doi,title,publisher,content_type,abstract,html_url,publication_title,publication_date,database,query_name,query_value
10.1109/IEEM.2018.8607399,A Chatbot-supported Smart Wireless Interactive Healthcare System for Weight Control and Health Promotion,IEEE,Conferences,"People who are overweight and obese have a greater risk of developing serious diseases and health conditions. A steadily increasing trend of obesity is not only limited to developed countries, but to developing nations as well. As smartphones have rapidly gained mainstream popularity, mobile applications (apps) are used in public health as intervention to keep track of diets, activity as well as weight, which is deemed more accurate than relying on user's self-report measure, for the sake of weight management. A solution called “Smart Wireless Interactive Healthcare System” (SWITCHes) is developed to facilitate objective data reception and transmission in a real-time manner. Based on the user data acquired from SWITCHes app and the auxiliary data from medical instruments, not only SWITCHes app can engage user with tailored feedback in an interactive way, in terms of artificial intelligence-powered health chatbot, but the healthcare professional can provide the more accurate medical advice to user also. This paper presents an overview of development and implementation of SWITCHes.",https://ieeexplore.ieee.org/document/8607399/,2018 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM),16-19 Dec. 2018,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/I2MTC43012.2020.9128840,A Health 4.0 Integrated System for Monitoring and Predicting Patient’s Health During Surgical Procedures,IEEE,Conferences,"In this work, an innovative system architecture for enhancing patient’s health monitoring during surgical procedure is proposed. The proposed integrated system consists of a video see-through (VST) headset (worn by anesthetist or nurses or other member of the surgical team involved in the procedure), which shows in real-time a comprehensive set of information on the patient’s health status.In particular, the operator can visualize in real-time the patient’s vitals acquired from the operating room (OR) equipment and access the electronic medical records. The proposed system was designed in view of robotic surgery; therefore, an additional function is that the VST will display the real-time view of what the surgeon is looking at on his console. Finally, the system will also include a machine-learning algorithm which, starting from the medical records and from the monitored vitals, will predict possible aggravating conditions of the patient’s health and provide a timely alert.The present work focuses on creating the implementation framework of the whole system, and on real-time monitoring of the patient’s vitals.",https://ieeexplore.ieee.org/document/9128840/,2020 IEEE International Instrumentation and Measurement Technology Conference (I2MTC),25-28 May 2020,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/SEAI55746.2022.9832291,A Method to Evaluate the Health of OSS Projects Based on the PSR Model and Combination Weighting,IEEE,Conferences,"With the rapid development of open-source software (OSS), an increasing number of enterprises and developers have gradually joined OSS projects. OSS development has become a growing trend. For users, developers, and managers of OSS projects, understanding the health status of a project is conducive to making correct decisions and preventing the risks caused by a decline in the project&#x0027;s health. Therefore, an effective method is needed to evaluate the health of OSS projects. Based on the pressure state response (PSR) model, this paper propose a health evaluation model for OSS projects, defines t he healthof OSS projects from the three levels of pressure, state and response, and selects scientific, reasonable a nd representative indicators. The weight of each index is determined by the combination weighting method, which combines AHP and the entropy method. The health of the project is quantitatively analyzed, and the overall health score of a project is calculated. In addition, to verify the effectiveness of the proposed evaluation model, we conduct an empirical experiment based on real project data on the GitHub open-source platform. The experiment results and analysis show that our evaluation model can effectively reflect the health status of OSS projects.",https://ieeexplore.ieee.org/document/9832291/,2022 IEEE 2nd International Conference on Software Engineering and Artificial Intelligence (SEAI),10-12 June 2022,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/ISMCR47492.2019.8955729,A Novel Architecture for Condition Based Machinery Health Monitoring on Marine Vessels Using Deep Learning and Edge Computing,IEEE,Conferences,"Condition based machinery health monitoring on marine vessels involves collecting operational sensor data on the vessel using a robust data acquisition system and determining asset health using anomaly detection analytics. Automation and digitalization of marine vessels involve smart digital technologies such as the Internet of Things (IoT) to collect ships' health data and send it over to a central processing location where this data is analyzed. However, it is difficult to apply this to the shipping industry due to offshore data transmission bandwidth challenges. Deep Learning, a technology that can be used to conduct Machinery Health Monitoring (MHM) holds the key to solve the bandwidth problems. In this paper, we investigate the use of Convolutional Neural Networks (CNN) as a practical solution for deploying Smart Health Monitoring on Marine Vessels using the example of electric induction motors. We show a mechanism to develop data-driven deep learning model that can classify if the motor is in a healthy or faulty condition, and propose an architecture to deploy this model on the Marine vessel in real time on an edge computing hardware. While in operation, sensor data from the motor will be fed into the DL Model, and the resulting predictions will be presented in the Vessel Alarm Monitoring System.",https://ieeexplore.ieee.org/document/8955729/,2019 IEEE International Symposium on Measurement and Control in Robotics (ISMCR),19-21 Sept. 2019,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/JCPC.2009.5420200,A Radial Basis Function Neural Network approach to detect novelties: Applications on health datasets,IEEE,Conferences,"In this paper we propose a novelty detection approach based on radial basis function neural networks (RBFNN), Markov chains and entropy. We employed it to model novel states and temporal relationships of health datasets.We conduct experiments with one synthetic dataset and three real-world ones available at the UCI repository. For every experiment we present accuracy, precision, recall, specificity, false positive rate, false negative rate and f-measure. Results are promising and confirm the benefits of the proposed approach.",https://ieeexplore.ieee.org/document/5420200/,2009 Joint Conferences on Pervasive Computing (JCPC),3-5 Dec. 2009,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/ICAIS53314.2022.9743105,A Survey of Real-time Health Care Tracking System for Post Covid Patients,IEEE,Conferences,"The outbreak of Covid-19 throughout the world caught the whole population unprepared And one of the most common problems includes the availability of medicines. People in need weren&#x2019;t able to get their medical supplies even after visiting number of shops. Hence a location service that helps find the nearest medical store that will display required medicines can solve this problem. This service is widely sourced for everyone to use. The data from the medical stores displays the list of medicines and their availability. A flexible reservation system is implemented to book medicines for immediate purchase and can be collected within few minutes. A location reminder feature is provided in cases where the medicines with less availability are in your vicinity. In this paper, main research on review topics that deals with reservation systems, location finder, online monitoring of medicinal drugs, algorithms to find the shortest distance between the source and the destination is summarized.",https://ieeexplore.ieee.org/document/9743105/,2022 Second International Conference on Artificial Intelligence and Smart Energy (ICAIS),23-25 Feb. 2022,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/ICTAI.2008.50,A Tool for Training Primary Health Care Medical Students: The Virtual Simulated Patient,IEEE,Conferences,"In this paper we present an Embodied Conversational Agent (ECA) that simulates a real human patient presenting several symptoms for training medical students in the field of primary health care. Students interview the ECA to diagnose his diseases as a doctor would do in a real situation. This virtual patient can communicate using natural language and express different moods that depend on the diseases he suffers from and the student’s behavior. The ECA’s behavior is done by means of the coordination of several modules devoted to different tasks: Natural Language Understanding, Dialogue Management, Emotional State Control and Natural Language Generation. An ontology that gathers the domain knowledge of the agent specifies a semantic language that the modules use to communicate themselves. The system has two kinds of advantages. First, it offers a way to put in practice the theoretical knowledge acquired by the students in their degree courses and to improve the diagnostic and communicative skills decreasing the learning curve of these abilities, setting them for an interview process like the one they are going to face in their real job. Second, the system is ready to use at any time without needing special or expensive equipment, only a standard PC.",https://ieeexplore.ieee.org/document/4669774/,2008 20th IEEE International Conference on Tools with Artificial Intelligence,3-5 Nov. 2008,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/PHM.2017.8079223,A model learning strategy adapted to health assessment of multi-component systems,IEEE,Conferences,"For the issue of multi-component system health assessment, an approach of steady algebraic system model learning from the condition data collected over the system serving period was discussed. Faced with the problem of measurement deficiency and inter-component coupling in system working process modeling and drift evaluation, an inclusive data-driven framework supported with corresponding domain knowledge was proposed, aimed at building up appropriate component-level surrogate models and having them organized in agreement with conservation laws and other real-in-world physical constraints. The comparison between component performance curves before and after degradation was achieved by feeding the learning model with corresponding condition data. The efficacy and interpretability of the proposed methodology was validated by implementation on health assessment process of a type of commercial aircraft turbofan-engine, and provided detailed degradation status which is in accordance with real degradation modes of engine components.",https://ieeexplore.ieee.org/document/8079223/,2017 Prognostics and System Health Management Conference (PHM-Harbin),9-12 July 2017,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/ISIE.2010.5636862,A versatile context-aware pervasive monitoring system: Validation and characterization in the health-care domain,IEEE,Conferences,"This paper presents a proposal for a context-aware framework for alert generation. The framework is organized according to a general purpose agent-based architecture, centered around an ontological context representation. The ontology provides the vocabulary upon which software agents interoperate and perform rule-based reasoning. The system components and their coordinated operations are described and a challenging application in the home-care scenario is presented. Customization efforts and validation numerical results are provided in such real-life scenario, thus demonstrating the effectiveness of the implemented framework.",https://ieeexplore.ieee.org/document/5636862/,2010 IEEE International Symposium on Industrial Electronics,4-7 July 2010,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/ITAB.2010.5687801,A web 2.0 telemedicine system integrating TV-centric services and Personal Health Records,IEEE,Conferences,"In this paper we propose a novel telemedicine system capable of medical data acquisition, transmission, integration and analysis. In detail, the proposed system consists of: 1) a wearable acquisition system for ECG (electrocardiogram), EEG (electroencephalogram), body temperature and blood pressure, 2) a storage/analysis center where the acquired medical data are integrated into a Personal Health Record (PHR) system that also provides data analysis tools that can assist medical doctors in their diagnosis, and 3) a TV-centric set-top-box that manages both patient-medical doctor communication and interactive services, such as customized TV channels promoting individual adoption of healthy lifestyles and self-care. The proposed system uses standard semantic web technologies, such as RDF, and common ontologies, such as FOAF and CCR, for data description and integration. This makes the system a “Medicine 2.0” application, interoperable with existing medical data storage/analysis systems.",https://ieeexplore.ieee.org/document/5687801/,Proceedings of the 10th IEEE International Conference on Information Technology and Applications in Biomedicine,3-5 Nov. 2010,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/HONET.2019.8907997,AR-IoMT Mental Health Rehabilitation Applications for Smart Cities,IEEE,Conferences,"Augmented Reality (AR) applications provide major opportunities for healthcare. Mental health rehabilitation in particular is an area that stands to gain from innovations in this field. Debilitating medical conditions related to traumatic brain injuries, aging, and drug abuse, can take advantage from the benefits that these applications provide. Coupled with IoMT (Internet of Medical Things) sensors and machine learning, effective system implementations that predict mental rehabilitation outcomes can be built. This can help in administering better treatment protocols. The collective use of these technologies for therapeutic approaches to alter patient behaviour at a physiological level falls in the emerging field of Digital Therapeutics (DT). In this paper, the current state of AR for mental health rehabilitation is described and used to motivate the implementation of a proof of concept mental DT rehabilitation system developed by us. Similar AR-IoMT systems can reduce inpatient counts in smart cities where an increase in aging populations is already a concern, and existing healthcare resources may be clogged up due to minor inpatient health checkups. In addition, the paper discusses the deployment challenges of the implemented system, which include the lack and need thereof of a standardized protocol for IoMT data collection and analysis for cross interoperability across different healthcare providers and vendors.",https://ieeexplore.ieee.org/document/8907997/,2019 IEEE 16th International Conference on Smart Cities: Improving Quality of Life Using ICT & IoT and AI (HONET-ICT),6-9 Oct. 2019,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/AICAS.2019.8771482,Accelerating CNN-RNN Based Machine Health Monitoring on FPGA,IEEE,Conferences,"Emerging artificial intelligence brings new opportunities for embedded machine health monitoring systems. However, previous work mainly focus on algorithm improvement and ignore the software-hardware co-design. This paper proposes a CNN-RNN algorithm for remaining useful life (RUL) prediction, with hardware optimization for practical deployment. The CNN-RNN algorithm combines the feature extraction ability of CNN and the sequential processing ability of RNN, which shows 23%-53% improvement on the CMAPSS dataset. This algorithm also considers hardware implementation overhead and an FPGA based accelerator is developed. The accelerator adopts kernel-optimized design to utilize data reuse and reduce memory accesses. It enables real-time response and 5.89GOPs/W energy efficiency within small size and cost overhead. The FPGA implementation shows 15× CNN speedup and 9× overall speedup compared with the embedded processor Cortex-A9.",https://ieeexplore.ieee.org/document/8771482/,2019 IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS),18-20 March 2019,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
10.1109/SoutheastCon42311.2019.9113415,Advanced Signal Processing for Decision Making and Decision-Fusion Software Systems for Aircraft Structural Health Monitoring,IEEE,Conferences,"Tracking the structure health status of the aircraft fleet is one of the important factors for improving safety in the aviation industry. US Airforce Research Lab is working hard to develop technology to monitor the structural health status of aircraft before and after takeoff. This technology is called Structural Health Monitoring or Structural Health Management (SHM), and uses advanced signal processing techniques. The advantages of this include improving the technology and safety factors of the aircraft by increasing the robustness of the aircraft structure as well as reduce the cost of the labor maintenance. This research paper focuses on developing a software system that is capable of detecting a crack in the aircraft structure at an early stage. Also, the developed software will be used to estimate the crack lengths within 90% accuracy. The developed software uses the Matlab environment for all algorithms developed: calculating and finding the crack, and estimating the crack length. Artificial Intelligent (AI) techniques such as fuzzy logic and neural networks are used to support the decision regarding the length of the crack. Also, developed decision fusion frameworks are designed to increase the accurate percentage rate of the decision making results. The results obtained from this research are compared with the baseline developed by The Air Force Research Laboratory (AFRL). Finally, the results of this research along with the capabilities of using advanced signal processing integrated with AI, show that the calculations for the crack and the crack length produce very acceptable results using a real data gathered by AFRL. Also, the percentage average error performance analysis of the developed software's system algorithms is provided in the research paper.",https://ieeexplore.ieee.org/document/9113415/,2019 SoutheastCon,11-14 April 2019,ieeexplore,health,'health' AND 'machine learning' AND ('real-world' AND 'deploy')
