id,status,doi,publisher,database,query_name,query_value,url,publication_date,title,abstract,semantic_score
1,included,0ef4f7572bb6a7321de2841245946f6151efb839,,semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/0ef4f7572bb6a7321de2841245946f6151efb839,,managing ethical risks of artiﬁcial intelligence in business applications,"The introduction of artiﬁcial intelligence (AI) capabilities in business applications provides signiﬁcant beneﬁts but requires organizations to manage critical risks of AI ethical consequences. We survey a range of large organizations on their use of enterprise risk management (ERM) processes and toolsets to predict and control the ethical risks of AI. Four serious gaps in current ERM systems are identiﬁed from analyses of the survey results: (1) AI ethical principles do not translate eﬀectively to ethical practices; (2) Real-time monitoring of AI ethical risks is needed; (3) ERM systems emphasize economic not ethical risks; and (4) When ethical risks are identiﬁed, no solutions are readily at hand. To address these gaps, we propose a proactive approach to manage ethical risks by extending current ERM frameworks. An enhanced ERM (e-ERM) framework is designed and evaluated by subject matter expert focus groups. We conclude with observations and future research directions on the need for more aggressive pro-ethical management oversight as organizations move to ubiquitous use of AI-driven business applications.",0.8062968552112579
2,excluded,883e2aea0b82b8c16e0bafcc7160f4eedb276849,"2022 IEEE 28th International Conference on Engineering, Technology and Innovation (ICE/ITMC) & 31st International Association For Management of Technology (IAMOT) Joint Conference",semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/883e2aea0b82b8c16e0bafcc7160f4eedb276849,2022.0,ai governance and ethics in public procurement: bridging the gap between theory and practice,"As Artificial Intelligence (AI) systems have become increasingly widespread, research in AI ethics has sparked. When developing the systems, many tools and methods are available for implementing AI ethics in practice. In addition, the research in AI governance is starting to activate, and some models for AI governance have already been introduced. Simultaneously, the role of the information systems (IS) procurement function has developed from its traditional operative role to a more strategic position, as the investments in IT have been on a constant rise. Success in procurement is found to be critical regarding the success of the development and implementation of information systems. But how are the existing tools and methods in AI ethics related to procurement practices? And how is procurement positioned in the proposed AI governance frameworks? This study answers these questions by setting up a research framework based on AI governance models and analyzing existing tools and methods in AI ethics.",0.8154128462076187
3,excluded,5d64050bd6ad24b2853079af619c434898ce7740,arXiv.org,semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/5d64050bd6ad24b2853079af619c434898ce7740,2024.0,ai governance and accountability: an analysis of anthropic's claude,"As AI systems become increasingly prevalent and impactful, the need for effective AI governance and accountability measures is paramount. This paper examines the AI governance landscape, focusing on Anthropic's Claude, a foundational AI model. We analyze Claude through the lens of the NIST AI Risk Management Framework and the EU AI Act, identifying potential threats and proposing mitigation strategies. The paper highlights the importance of transparency, rigorous benchmarking, and comprehensive data handling processes in ensuring the responsible development and deployment of AI systems. We conclude by discussing the social impact of AI governance and the ethical considerations surrounding AI accountability.",0.8206197261810303
4,excluded,ace2ad5f557fc104927ddbdaa80d240604435bc9,Policy & Society,semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/ace2ad5f557fc104927ddbdaa80d240604435bc9,2025.0,responsible governance of generative ai: conceptualizing genai as complex adaptive systems,"
 Organizations increasingly use Generative Artificial Intelligence (AI) to create strategic documents, legislation, and recommendations to support decision-making. Many current AI initiatives are technology-deterministic, whereas technology co-evolves with the social environment, resulting in new applications and situations. This paper presents a novel view of AI governance by organizations from the perspective of complex adaptive systems (CASs). AI is conceptualized as a socio-technological and adaptive system in which people, policies, systems, data, AI, processes, and other elements co-evolve. The CAS lens draws attention to focusing AI governance on the entire organization, taking an outward perspective and considering public values and societal concerns. Although there is no shortage of AI governance instruments, they differ in their effectiveness, and combinations of appropriate mechanisms should be selected to deal with AI’s evolving nature and complexity. A major challenge is that no responsibility, and therefore accountability, is taken due to the lack of understanding of the full socio-technological CAS. As such, joint accountability is needed in which involved parties work together.",0.8411970287561417
5,excluded,49a50fb2078540ca059b3d6d282acdf4a7abd0b9,Strategic Analysis,semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/49a50fb2078540ca059b3d6d282acdf4a7abd0b9,2023.0,trustworthy artificial intelligence: design of ai governance framework,"Abstract This article presents the various challenges in the current system of AI governance and the correlation between data, algorithm, technology, governance, and geopolitics surrounding its successful implementation. The focal point of the article is the Adaptive-Hybrid AI Governance framework based on technical, ethical, and societal regulatory mechanisms that models trustworthy AI and the risks associated with it. The article highlights the need for trustworthy AI and how major countries are shaping their AI regulatory mechanisms. It presents a case study on AI governance in defence that elucidates ethical AI governance through various use cases.",0.8252739846706391
6,excluded,31c6e226d88ea6611dd6e7aa03febfcf8c1beb36,IEEE technology & society magazine,semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/31c6e226d88ea6611dd6e7aa03febfcf8c1beb36,2021.0,ai4eq: for a true global village not for global pillage,"<bold>The last few</bold> years have seen a large number of initiatives on artificial intelligence (AI) ethics: intergovernmental-institution initiatives such as “Ethics Guidelines for Trustworthy AI” from the high-level expert group on AI of the European Commission <xref ref-type=""bibr"" rid=""ref1"">[1]</xref> or the Organisation for Economic Cooperation and Development (OECD) Council Recommendation on Artificial Intelligence <xref ref-type=""bibr"" rid=""ref2"">[2]</xref>, government initiatives such as that of the U.K. Parliament Select Committee on Artificial Intelligence <xref ref-type=""bibr"" rid=""ref3"">[3]</xref>, industry initiatives on AI ethical codes such as those of Google, IBM, Microsoft, and Intel, academic initiatives such as the Montreal declaration for the responsible development of AI <xref ref-type=""bibr"" rid=""ref4"">[4]</xref>, the Stanford University 100 Year Study on AI <xref ref-type=""bibr"" rid=""ref5"">[5]</xref> or the Alan Turing Institute’s “Understanding Artificial Intelligence Ethics and Safety” <xref ref-type=""bibr"" rid=""ref6"">[6]</xref>, and finally professional body initiatives such as the IEEE Global Initiative on Ethics of Autonomous/Intelligent Systems (A/IS) <xref ref-type=""bibr"" rid=""ref7"">[7]</xref>. These initiatives, while acknowledging the potential of A/IS technologies to contribute to global socioeconomic solutions, highlight the increasing challenges posed by these technologies in the ethical, moral, legal, humanitarian, and sociopolitical domains.",0.838510024547577
7,excluded,7c8a533175c24ceff2cdb82dfd340065cc93a1ce,Applied Sciences,semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/7c8a533175c24ceff2cdb82dfd340065cc93a1ce,2023.0,"re-thinking data strategy and integration for artificial intelligence: concepts, opportunities, and challenges","The use of artificial intelligence (AI) is becoming more prevalent across industries such as healthcare, finance, and transportation. Artificial intelligence is based on the analysis of large datasets and requires a continuous supply of high-quality data. However, using data for AI is not without challenges. This paper comprehensively reviews and critically examines the challenges of using data for AI, including data quality, data volume, privacy and security, bias and fairness, interpretability and explainability, ethical concerns, and technical expertise and skills. This paper examines these challenges in detail and offers recommendations on how companies and organizations can address them. By understanding and addressing these challenges, organizations can harness the power of AI to make smarter decisions and gain competitive advantage in the digital age. It is expected, since this review article provides and discusses various strategies for data challenges for AI over the last decade, that it will be very helpful to the scientific research community to create new and novel ideas to rethink our approaches to data strategies for AI.",0.8206197261810303
8,excluded,31564919d4d826e28388d6a63a6af5f6ca5aafb9,Internet Research,semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/31564919d4d826e28388d6a63a6af5f6ca5aafb9,2022.0,how to explain ai systems to end users: a systematic literature review and research agenda,"PurposeInscrutable machine learning (ML) models are part of increasingly many information systems. Understanding how these models behave, and what their output is based on, is a challenge for developers let alone non-technical end users.Design/methodology/approachThe authors investigate how AI systems and their decisions ought to be explained for end users through a systematic literature review.FindingsThe authors’ synthesis of the literature suggests that AI system communication for end users has five high-level goals: (1) understandability, (2) trustworthiness, (3) transparency, (4) controllability and (5) fairness. The authors identified several design recommendations, such as offering personalized and on-demand explanations and focusing on the explainability of key functionalities instead of aiming to explain the whole system. There exists multiple trade-offs in AI system explanations, and there is no single best solution that fits all cases.Research limitations/implicationsBased on the synthesis, the authors provide a design framework for explaining AI systems to end users. The study contributes to the work on AI governance by suggesting guidelines on how to make AI systems more understandable, fair, trustworthy, controllable and transparent.Originality/valueThis literature review brings together the literature on AI system communication and explainable AI (XAI) for end users. Building on previous academic literature on the topic, it provides synthesized insights, design recommendations and future research agenda.",0.8145611852407455
9,excluded,70043a0b612b6253b37df7d363b3bf2ec3d581c7,ACM Computing Surveys,semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/70043a0b612b6253b37df7d363b3bf2ec3d581c7,2021.0,trustworthy ai: from principles to practices,"The rapid development of Artificial Intelligence (AI) technology has enabled the deployment of various systems based on it. However, many current AI systems are found vulnerable to imperceptible attacks, biased against underrepresented groups, lacking in user privacy protection. These shortcomings degrade user experience and erode people’s trust in all AI systems. In this review, we provide AI practitioners with a comprehensive guide for building trustworthy AI systems. We first introduce the theoretical framework of important aspects of AI trustworthiness, including robustness, generalization, explainability, transparency, reproducibility, fairness, privacy preservation, and accountability. To unify currently available but fragmented approaches toward trustworthy AI, we organize them in a systematic approach that considers the entire lifecycle of AI systems, ranging from data acquisition to model development, to system development and deployment, finally to continuous monitoring and governance. In this framework, we offer concrete action items for practitioners and societal stakeholders (e.g., researchers, engineers, and regulators) to improve AI trustworthiness. Finally, we identify key opportunities and challenges for the future development of trustworthy AI systems, where we identify the need for a paradigm shift toward comprehensively trustworthy AI systems.",0.8023776173591614
10,excluded,fe0dd6c6f09d9efe49148205237d66602fe9f06d,arXiv.org,semantic_scholar,citation,citation,https://www.semanticscholar.org/paper/fe0dd6c6f09d9efe49148205237d66602fe9f06d,2022.0,explainability for identification of vulnerable groups in machine learning models,"If a prediction model identifies vulnerable individuals or groups, the use of that model may become an ethical issue. But can we know that this is what a model does? Machine learning fairness as a field is focused on the just treatment of individuals and groups under information processing with machine learning methods. While considerable attention has been given to mitigating discrimination of protected groups, vulnerable groups have not received the same attention. Unlike protected groups, which can be regarded as always vulnerable, a vulnerable group may be vulnerable in one context but not in another. This raises new challenges on how and when to protect vulnerable individuals and groups under machine learning. Methods from explainable artificial intelligence (XAI), in contrast, do consider more contextual issues and are concerned with answering the question""why was this decision made?"". Neither existing fairness nor existing explainability methods allow us to ascertain if a prediction model identifies vulnerability. We discuss this problem and propose approaches for analysing prediction models in this respect.",0.8554961800575256
