contentType,identifier,title,publicationName,doi,publisher,publicationDate,abstract,url,database,query_name,query_value
Chapter ConferencePaper,doi:10.1007/978-981-19-1142-2_10,Explainable Artificial Intelligence (XAI): Connecting Artificial Decision-Making and Human Trust in Autonomous Vehicles,"Proceedings of Third International Conference on Computing, Communications, and Cyber-Security",10.1007/978-981-19-1142-2_10,Springer,2023-01-01,"Automated navigation technology has established itself as an integral facet of intelligent transportation and smart city systems. Several international technological organizations have realized the immense potential of autonomous vehicular systems and are currently working towards their complete development for mainstream application. From deep learning algorithms for road object detection to intrusion detection systems for CAN bus monitoring, the functioning of a self-driving vehicle is powered by the simultaneous working of multiple inner vehicle module systems that perform proper vehicle navigation while ensuring the physical safety and digital privacy of the user. Transparency of the vehicle’s thought processes can assure the user of its credibility and reliability. This paper introduces explainable artificial intelligence, which aims to converge the decision-making processes of Autonomous Vehicle Systems (AVS). Here, the domain of Explainable AI (XAI) provides clear insights into the role of explainable AI in autonomous vehicles and increase human trust for AI based solutions in the same sector. This paper exhibits the trajectories of transportation advancements and the current scenario of the industry. A comparative quantitative and qualitative analysis is performed to compare the simulations of XAI and vehicular smart systems to showcase the significant developments achieved. Visual explanatory methods and an intrusion detection classifier were created as part of this research and achieved significant results over extant works.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-19-1142-2_10,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s13177-022-00306-4,Automated Truck Taxonomy Classification Using Deep Convolutional Neural Networks,International Journal of Intelligent Transportation Systems Research,10.1007/s13177-022-00306-4,Springer,2022-08-01,"Trucks are the key transporters of freight. The types of commodities and goods mainly determine the right trailer for carrying them. Furthermore, finding the commodities’ flow is an important task for transportation agencies in better planning freight infrastructure investments and initiating near-term traffic throughput improvements. In this paper, we propose a fine-grained deep learning based truck classification system that can detect and classify the trucks, tractors, and trailers following the Federal Highway Administration’s (FHWA) vehicle schema. We created a large, fine-grained labeled dataset of vehicle images collected from state highways. Experimental results show the high accuracy of our system and visualize the salient features of the trucks that influence classification.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s13177-022-00306-4,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s13177-022-00307-3,"A Data-Driven Approach for Traffic Crash Prediction: A Case Study in Ningbo, China",International Journal of Intelligent Transportation Systems Research,10.1007/s13177-022-00307-3,Springer,2022-08-01,"In the past few years, fully connected Long Short-Term Memory (FC-LSTM) network has been widely used to predict traffic crashes in urban areas. This article attempts to improve the traditional prediction model by adopting Convolutional Long Short-Term Memory (ConvLSTM) network. ConvLSTM can effectively capture the spatial and temporal characteristics of traffic crashes within road network. It overcomes the shortcoming of the FC-LSTM model that ignores the spatial characteristics of traffic crashes. Therefore, the ConvLSTM model shows excellent performance when predicting traffic crashes. To verify the effectiveness of the ConvLSTM, this study uses historical crash data in the City of Ningbo to train the model and compares the result with that from FC-LSTM. The results show that ConvLSTM has better accuracy and lower loss values. Moreover, the model has higher calculation efficiency. Therefore, the ConvLSTM model is more suitable for predicting traffic crashes.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s13177-022-00307-3,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s41685-022-00247-6,Understanding mobility dynamics using urban functions during the COVID-19 pandemic: comparison of pre-and post-new normal eras,Asia-Pacific Journal of Regional Science,10.1007/s41685-022-00247-6,Springer,2022-07-11,"Several changes in urban mobility patterns have been observed in response to COVID-19 since March 2020 when the World Health Organization (WHO) declared COVID-19 a pandemic. However, whether mobility changes are entirely pandemic related has not been investigated for each urban function. This paper evaluates the potential determinants of urban mobility changes for six different urban functions during the COVID-19 pandemic via community mobility data collected by Google. Using artificial neural networks (ANN), the dynamics that affect mobility changes in the following urban functions; grocery/pharmacy, residential, parks, retail/recreation, transport stations, and workplaces, were analysed for Çankaya, one of the densest districts in the capital of Turkey. Results of the prediction model show that responses to the pandemic differed considerably by urban function. Before the new normal era, changes in urban mobility trends were strongly dependent on the pandemic as a public health threat and represented by restrictive government measures. However, impacts of the pandemic on intracity mobility decreased in the new normal era when rules were relaxed. These results are useful for developing proactive policies to ensure rapid post-pandemic recovery in urban economics and planning.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s41685-022-00247-6,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s10489-022-03208-w,Graph cooperation deep reinforcement learning for ecological urban traffic signal control,Applied Intelligence,10.1007/s10489-022-03208-w,Springer,2022-07-07,"Cooperation between intersections in large-scale road networks is critical in traffic congestion. Currently, most traffic signals cooperate via pre-defined timing phases, which is extremely inefficient in real-time traffic scenarios. Most existing studies on multi-agent reinforcement learning (MARL) traffic signal control have focused on designing efficient communication methods, but have ignored the importance of how agents interact in cooperative communication. To achieve more efficient cooperation among traffic signals and alleviate urban traffic congestion, this study constructs a Graph Cooperation Q-learning Network Traffic Signal Control (GCQN-TSC) model, which is a graph cooperation network with an embedded self-attention mechanism that enables agents to adjust their attention in real time according to the dynamic traffic flow information, perceive the traffic environment quickly and effectively in a larger range, and help agents achieve more effective collaboration. Moreover, the Deep Graph Q-learning (DGQ) algorithm is proposed in this model to optimize the traffic signal control strategy according to the spatio-temporal characteristics of different traffic scenes and provide the optimal signal phase for each intersection. This study also integrates the ecological traffic concept into MARL traffic signal control, which aims to reduce traffic exhaust emissions. Finally, the proposed GCQN-TSC is experimentally validated both in a synthetic traffic grid and a real-world traffic network using the SUMO simulator. The experimental results show that GCQN-TSC outperforms other traffic signal control methods in almost all performance metrics, including average queue length and waiting time, as it can aggregate information acquired from collaborative agents and make network-level signal optimization decisions.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s10489-022-03208-w,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s12517-022-10537-0,Environmental sustainability in the city of Shanghai municipal solid waste treatment system: an integrated framework of artificial neural network (ANN) and LCA-emergy methodology,Arabian Journal of Geosciences,10.1007/s12517-022-10537-0,Springer,2022-07-07,"The municipal solid waste treatment system is a vital part of sustainable urban development and needs to obtain ecological finance compensation according to the national standard. In this paper, the environmental sustainability compensation mechanism of Shanghai City has been reevaluated, calculated, and analyzed based on LCA-emergy methodology in order to compare and judge whether the current compensation mechanism and standard are qualified. The results demonstrate that (1) emergy amount of incineration accounts for approximately 50% of the total emergy, followed by emergy amount of gas pollution (33%), emergy amount of recycling (6%), emergy amount of discard (5%), emergy amount of landfill (4%), and emergy amount of storage (2%). Compared with emergy sustainability index, emergy amount of landfill (1.620) has the best level of sustainability, followed by emergy amount of incineration (1.307), emergy amount of discard (1.302), and emergy amount of storage (0.752). (2) The new emergy ecological subsidy standard should be 1045.14 $/t in Shanghai City, but the current national standard is 82.2 $ (about 12.7:1), which has caused a lot of negative impact on the ecological environment in Shanghai City. Meanwhile, the error variation of each factor is analyzed by artificial neural network. In order to balance the gap between them, some positive measures and policies should be adopted in the municipal solid waste treatment system, including raising subsidies for waste disposal, improving the efficiency of the recyclable garbage disposal, and enhancing the use proportion of renewable energy. The study of this paper provides a quantitative reference for city managers and government departments, which is conducive to improving the treatment efficiency of municipal solid waste treatment system for city managers and government departments.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s12517-022-10537-0,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s00146-022-01528-6,The emergence and evolution of urban AI,AI & SOCIETY,10.1007/s00146-022-01528-6,Springer,2022-07-05,,http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00146-022-01528-6,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s00146-022-01502-2,"Contestations in urban mobility: rights, risks, and responsibilities for Urban AI",AI & SOCIETY,10.1007/s00146-022-01502-2,Springer,2022-07-04,"Cities today are dynamic urban ecosystems with evolving physical, socio-cultural, and technological infrastructures. Many contestations arise from the effects of inequitable access and intersecting crises currently faced by cities, which may be amplified by the algorithmic and data-centric infrastructures being introduced in urban contexts. In this article, I argue for a critical lens into how inter-related urban technologies, big data and policies, constituted as Urban AI, offer both challenges and opportunities. I examine scenarios of contestations in urban mobility , defined broadly to include equitable access, movement, and liberty to engage with the socio-cultural, political, and urban fabric of cities. I anchor my arguments through a framework of rights, risks, and responsibilities for critically examining and configuring the roles, values and ethical implications for all stakeholders including human, AI and non-human entities within an urban ecosystem. As a way forward, I examine the European Commission’s proposed regulations on AI systems through an illustrative case study of an automated parking control system introduced by the City of Amsterdam. In moving beyond the city to broader urban ecosystems, I highlight the role of engaging Indigenous perspectives for designing and reconciling the implications of equitable and sustainable Urban AI ecosystems in the future.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00146-022-01502-2,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s00704-022-04068-7,Urban flood vulnerability assessment in a densely urbanized city using multi-factor analysis and machine learning algorithms,Theoretical and Applied Climatology,10.1007/s00704-022-04068-7,Springer,2022-07-01,"Flood is considered as the most devastating natural hazards that cause the death of many lives worldwide. The present study aimed to predict flood vulnerability for Warsaw, Poland, using three machine learning models, such as the Bayesian logistic regression (BLR), the artificial neural networks (ANN), and the deep learning neural networks (DLNNs). The perfomance of these three methods was assessed in order to select the best method for flood vulnerability mapping in densely urbanized city. Thus, initially, thirteen flood predictors were evaluated using the information gain ratio (IGR), and eight most important predictors were considered from model training and testing. The performance of the applied models and accuracy of the result was evaluated through the area under the curve (AUC) and statistical measures. By using the testing dataset, the result reveals that DLNN (AUC = 0.877) is the more performant model in comparison to ANN (AUC = 0.851) and BLR (AUC = 0.697). However, the BLR model has the lowest predictive capability. The results of the present study could be effectively used for the urban flood management strategies.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s00704-022-04068-7,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
Article,doi:10.1007/s11356-022-18594-4,Capability assessment of conventional and data-driven models for prediction of suspended sediment load,Environmental Science and Pollution Research,10.1007/s11356-022-18594-4,Springer,2022-07-01,"Information about suspended sediment concentration (SSC) in the stream is vital for sustainability of water conservation and erosion control planning, designing and monitoring. In this research, prediction of SSC has been done using artificial neural network (ANN), support vector regression (SVR) and multi-linear regression (MLR) models. Performance evaluation of developed models has been carried out on the basis of root mean square error ( RMSE ), correlation coefficient ( r ), coefficient of efficiency ( CE ) and pooled average relative error ( PARE ). Cross-correlation function (CCF) validated that gamma test (GT) is an appropriate tool for the selection of most responsive input variables. On the basis of GT and CCF, GT-6 model was selected as the model with most effective input variables, with the values of gamma, standard error and V -ratio as 0.0643, 0.00583 and 0.2570, respectively. The ANN (6–3-1) model performed better than the other single and double hidden layered ANN models with the values of r , RMSE , CE and PARE as 0.939, 0.0063 g/l, 85.17 and 0.0160, respectively. The performance of the SVR model was found better with the values of r , RMSE , CE and PARE as 0.906, 0.018 g/l, 79.09 and 0001, respectively, but slightly poor than the selected ANN (6–3-1) model. The values of r , RMSE , CE and PARE were found as 0.899, 0.0312 g/l, 65.15 and − 0.0031, respectively, in the case of MLR model. The present study revealed that among the ANN, SVR and MLR models, the ANN model with a single hidden layer is most suitable for observed SSC. The present study offers the simple efficient model to estimate the suspended sediment concentration in the stream with minimum error using limited data set.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/s11356-022-18594-4,springer,smart cities,'smart cities' AND 'machine learning' AND ('real-world' AND 'deploy')
