paperId,url,title,abstract,venue,year,externalIds.DOI,database,query_name,query_value
227cda4b0e1a748d99d54a12ac452f64327f5cce,https://www.semanticscholar.org/paper/227cda4b0e1a748d99d54a12ac452f64327f5cce,Managing Chains of Application Functions Over Multi-Technology Edge Networks,"Next-generation networks are expected to provide higher data rates and ultra-low latency in support of demanding applications, such as virtual and augmented reality, robots and drones, etc. To meet these stringent requirements of applications, edge computing constitutes a central piece of the solution architecture wherein functional components of an application can be deployed over the edge network to reduce bandwidth demand over the core network while providing ultra-low latency communication to users. In this article, we provide solutions to resource orchestration and management for applications over a virtualized client-edge-server infrastructure. We investigate the problem of optimal placement of pipelines of application functions (virtual service chains) and the steering of traffic through them, over a multi-technology edge network model consisting of both wired and wireless millimeter-wave (mmWave) links. This problem is $\mathcal {NP}$ -hard. We provide a comprehensive “microscopic” binary integer program to model the system, along with a heuristic that is one order of magnitude faster than optimally solving the problem. Extensive evaluations demonstrate the benefits of orchestrating virtual service chains (by distributing them over the edge network) compared to a baseline “middlebox” approach in terms of overall admissible virtual capacity. Moreover, we observe significant gains when deploying a small number of mmWave links that complement the Wire physical infrastructure in high node density networks.",IEEE Transactions on Network and Service Management,2021.0,10.1109/TNSM.2021.3050009,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
7eccf23fc25748b3906360e605820bec68cecc17,https://www.semanticscholar.org/paper/7eccf23fc25748b3906360e605820bec68cecc17,A Rank-based Mechanism for Service Placement in the Fog,"As communications evolve to give space to new applications, such as augmented reality and virtual reality, new paradigms arise to provide essential characteristics like lower latency levels, mobility support, and location awareness. Such is the case of Fog computing, which extends from the well-known Cloud computing paradigm by bringing processing, communications, and storage capabilities to the edge of the network. By offering these novel features, also new challenges emerge that call for the design and implementation of orchestration mechanisms to deal with resource management. One of these mechanisms is related to the service placement, which consists in the selection of the appropriate execution node for the applications according to a specific optimization objective. In this paper, an Integer Linear Programming model for service placement aimed at latency reduction of popular applications is proposed. Furthermore, a heuristic based on the PageRank algorithm, called Popularity Ranked Placement, is also introduced. Simulation results show that the heuristic has lower execution times and is able to better balance the load in the network nodes, while being close to the ILP-based solution latency levels.",2020 IFIP Networking Conference (Networking),2020.0,,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
17df87520709c654881ce362d12f641688b1ce38,https://www.semanticscholar.org/paper/17df87520709c654881ce362d12f641688b1ce38,ANI: Abstracted Network Inventory for Streamlined Service Placement in Distributed Clouds,"Scenarios for distributed cloud with multiple edge clouds and centralized data centers are being investigated as the computing and networking underpinnings of next-generation network services such as augmented reality, self-driving vehicles, drones, and more. In such distributed environments, service providers will typically face tens, hundreds, or thousands of compute location candidates (edge, regional, and central) where network service components can be placed. To take optimized placement decisions of network services and execute the management workflows, orchestration systems require up-to-date and accurate resource availability representation, in the form of a network inventory that can be immense in distributed cloud scenarios. As a result, the service management and placement problems may become not tractable. In this work, we propose the Abstracted Network Inventory (ANI) component to generate service-optimized network views over the same network inventory. ANI implements a novel abstraction method where network service requirements are used as an input to generate an optimized abstract network inventory representation, called Logical Network Inventory (LNI). We also provide a formal definition of the network model and problem statement along with the development of three algorithms to efficiently build an LNI. Results show the potential benefits of using an LNI to streamline service management and placement: (i) the relationship between compute nodes and links (i.e., density) in an LNI is reduced between 1.8-2.7x compared to a full network inventory topology; and (ii) up to 50% of time can be saved for service placement after abstracting around 20% of the compute nodes.",2020 6th IEEE Conference on Network Softwarization (NetSoft),2020.0,10.1109/NetSoft48620.2020.9165443,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
79cf7d906c5cbdf20fded05fe2674aff7c222293,https://www.semanticscholar.org/paper/79cf7d906c5cbdf20fded05fe2674aff7c222293,Novel QoS-Guaranteed Orchestration Scheme for Energy-Efficient Mobile Augmented Reality Applications in Multi-Access Edge Computing,"In this study, we focus on improving the energy efficiency of multiple mobile augmented reality (MAR) devices (MDs) with different MAR applications, which are connected to a single multi-access edge computing (MEC) server, through the centralized orchestration of the MEC server. To achieve this, a trade-off between the accuracy, latency, and energy consumption of each MD is considered as intertwined costs. Accordingly, we minimize a sum of intertwined costs including the energy consumption, latency and accuracy loss of multiple MDs, while satisfying the maximum latency constraint and the minimum accuracy constraint of each MAR application. With rigorous analysis, we design a theoretical framework for the optimization of MD performance by jointly managing the frame resolution of the image to offload to the MEC server from MDs, and the computation capacity distribution over MDs in the case of the limited computation capacity of the MEC server. Our numerical analysis validates that the proposed scheme significantly reduces the number of service-level agreement violations, such as exceeding the maximum latency constraint, compared with the existed algorithm. Specifically, the proposed work significantly improve costs of service latency, accuracy loss, and energy consumption of MDs for MEC-assisted MAR services compared with baseline schemes.",IEEE Transactions on Vehicular Technology,2020.0,10.1109/TVT.2020.3020982,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
bccc1b512d75510f7b69a2868395b79bcb74d0cd,https://www.semanticscholar.org/paper/bccc1b512d75510f7b69a2868395b79bcb74d0cd,Distributed Edge System Orchestration for Web-based Mobile Augmented Reality Services,,IEEE Transactions on Services Computing,2022.0,10.1109/tsc.2022.3190375,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
ba82a8af05b51ee31298438bf399789ff7518889,https://www.semanticscholar.org/paper/ba82a8af05b51ee31298438bf399789ff7518889,UAV-Aided Edge/Fog Computing in Smart IoT Community for Social Augmented Reality,"In 5G and beyond, the adequate interaction between densely deployed Internet-of-Things (IoT) devices and cellular users will generate a massive cyber–physical information stream in a real-time manner. How to capture insights underneath these data in a smart city context is gaining great attention nowadays. In this article, we introduce a highly function-differentiated metropolitan scenario, which is covered by multiple unmanned aerial vehicles (UAVs) serving as cache-enabled edge computing nodes. With the help of wireless backhaul technology, coverage capability of UAV can be dynamically configured through smart 3-D placement, where trajectories of two types of UAVs are optimized. A social augmented reality (AR)-based use case is proposed and discussed in the proposed scenario, from which we derive the fundamental mechanisms and strategies to maintain a green and sustainable edge/fog computing framework. We sequentially establish two nonconvex programming problems and optimize delay and energy performance during AR data acquisition and AR content downloading, respectively. Two convex approximation skills are applied to transform the original problems into tractable form. The experimental results show that our proposed edge computing framework can help provide energy-efficient AR service to cellular users, catering to pretty tight delay constraints.",IEEE Internet of Things Journal,2020.0,10.1109/JIOT.2020.2971325,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
eebdc7589a0dd757041a50016d62fdd9fdfc5d44,https://www.semanticscholar.org/paper/eebdc7589a0dd757041a50016d62fdd9fdfc5d44,Latency-aware Hybrid Edge Cloud Framework for Mobile Augmented Reality Applications,"Mobile Augmented Reality (AR) has become a reality thanks to improvements in mobile hardware. Still, mobile AR lags behind its desktop counterpart in both latency and performance. Simple offloading to external computers has been attempted, but is not practical due to high communication latency and adverse user experience. In this paper, we propose a novel Mobile Edge Computing framework for Augmented Reality applications (MEC-AR). MEC-AR is designed to take advantage of 5G cellular networks and make optimized computation-offloading decisions in a multi-tiered hierarchy. A three-layered architecture involving the end user, the mobile edge, and finally the cloud is envisioned. In the context of MEC resource management, we cast a Mixed Integer Linear Program (MILP) that aims at finding an efficient application placement on the MEC-AR layers to minimize the network latency. We evaluate the performance of our proposed MEC-AR framework by conducting extensive experimental analysis using images taken around Rutgers University. Simulation results coupled with real-time experiments on a small-scale MEC testbed show that our hierarchical computation mechanism improves the performance of mobile AR applications in terms of both energy consumption and network latency.","2020 17th Annual IEEE International Conference on Sensing, Communication, and Networking (SECON)",2020.0,10.1109/secon48991.2020.9158429,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
78a2350c84a1cd97c54973142f9cf8e295101eb8,https://www.semanticscholar.org/paper/78a2350c84a1cd97c54973142f9cf8e295101eb8,Investigating Document Layout and Placement Strategies for Collaborative Sensemaking in Augmented Reality,"Augmented Reality (AR) has the potential to revolutionize our workspaces, since it considerably extends the limits of current displays while keeping users aware of their collaborators and surroundings. Collective activities like brainstorming and sensemaking often use space for arranging documents and information and thus will likely benefit from AR-enhanced offices. Until now, there has been very little research on how the physical surroundings might affect virtual content placement for collaborative sensemaking. We therefore conducted an initial study with eight participants in which we compared two different room settings for collaborative image categorization regarding content placement, spatiality, and layout. We found that participants tend to utilize the room’s vertical surfaces as well as the room’s furniture, particularly through edges and gaps, for placement and organization. We also identified three different spatial layout patterns (panoramic-strip, semi-cylindrical layout, furniture-based distribution) and observed the usage of temporary storage spaces specifically for collaboration.",CHI Extended Abstracts,2021.0,10.1145/3411763.3451588,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
fea821e989f8445b80923e221b44a590f8a66336,https://www.semanticscholar.org/paper/fea821e989f8445b80923e221b44a590f8a66336,Cloud for Holography and Augmented Reality,"The paper introduces the CHARITY framework, a novel framework which aspires to leverage the benefits of intelligent, network continuum autonomous orchestration of cloud, edge, and network resources, to create a symbiotic relationship between low and high latency infrastructures. These infrastructures will facilitate the needs of emerging applications such as holographic events, virtual reality training, and mixed reality entertainment. The framework relies on different enablers and technologies related to cloud and edge for offering a suitable environment in order to deliver the promise of ubiquitous computing to the NextGen application clients. The paper discusses the main pillars that support the CHARITY vision, and provide a description of the planned use cases that are planned to demonstrate CHARITY capabilities.",2021 IEEE 10th International Conference on Cloud Networking (CloudNet),2021.0,10.1109/CloudNet53349.2021.9657125,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
d076476683db1eb7e68fbcdaf4018d1ac1f2ca0b,https://www.semanticscholar.org/paper/d076476683db1eb7e68fbcdaf4018d1ac1f2ca0b,Mobility Aware Edge Computing Segmentation Towards Localized Orchestration,"The current trend in end-user device’s advancements in computing and communication capabilities makes edge computing an attractive solution to pave the way for the coveted ultra-low latency services. The success of the edge computing networking paradigm depends on the proper orchestration of the edge servers. Several Edge applications and services are intolerant to latency, especially in 5G and beyond networks, such as intelligent video surveillance, E-health, Internet of Vehicles, and augmented reality applications. The edge devices underwent rapid growth in both capabilities and size to cope with the service demands. Orchestrating it on the cloud was a prominent trend during the past decade. However, the increasing number of edge devices poses a significant burden on the orchestration delay. In addition to the growth in edge devices, the high mobility of users renders traditional orchestration schemes impractical for contemporary edge networks. Proper segmentation of the edge space becomes necessary to adapt these schemes to address these challenges. In this paper, we introduce a segmentation technique employing lax clustering and segregated mobility-based clustering. We then apply latency mapping to these clusters. The proposed scheme’s main objective is to create subspaces (segments) that enable light and efficient edge orchestration by-reducing the processing time and the core cloud communication overhead. A bench-marking simulation is conducted with the results showing decreased mobility-related failures and reduced orchestration delay.","2021 International Symposium on Networks, Computers and Communications (ISNCC)",2021.0,10.1109/ISNCC52172.2021.9615795,semantic_scholar,augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
