id,doi,publisher,database,url,domain,publication_date,algorithm_type,training_schema,algorithm_goal,architecture,title,abstract,status
1,bdd38349d22ab12ddd44a500d5720853ee17286b,2012 IEEE International Conference on Communications (ICC),semantic_scholar,https://www.semanticscholar.org/paper/bdd38349d22ab12ddd44a500d5720853ee17286b,citation,2012,,,,,traffic engineering for information-centric networks,"Information-centric networking (ICN) proposes a networking architecture that uses methodologies such as publish-subscribe to achieve a data-oriented approach as opposed to a destination based approach found in the current Internet. This new architecture brings both new problems to be solved and also natural solutions to existing problems. This paper investigates an intra-domain traffic engineering (TE) problem for an information-centric networking (ICN) architecture where a form of source routing is used as the forwarding mechanism. The TE goal is to maximise the residual capacity in the network so that the load is spread evenly. A network flow approach is used and it is shown that the source routing mechanism allows the traffic to be split across multiple paths in a manner that is difficult to achieve using existing IP or IP/MPLS networks. Allowing splittable flows means that a fully polynomial-time approximation scheme can be used that has superior results when compared to existing constraint based routing schemes for flows that cannot be split. Consequently, this work demonstrates that the ICN architecture can simplify the given TE problem in a natural manner.",excluded
2,116a89b6aeb5c99a19ca75b88a93748cd73da5b2,IEEE Access,semantic_scholar,https://www.semanticscholar.org/paper/116a89b6aeb5c99a19ca75b88a93748cd73da5b2,citation,2015,,,,,an aggregatable name-based routing for energy-efficient data sharing in big data era,"Big data strongly demands a network infrastructure having the capability to efficiently collect, process, cache, share, and deliver the data, instead of simple transmissions. Such network designs show the requirements of energy efficiency, availability, high performance, and data-aware intelligence. To meet these requirements, we adopt the information-centric networking (ICN) approach, where data are retrieved through names and in-network caching is utilized. However, as the typical existing ICN architectures, content centric network (CCN) cannot efficiently utilize the caches for data sharing because of the on-path caching strategy, and network of information (NetInf) demonstrates the resolution latency for data retrievals. To design an efficient and effective ICN architecture for big data sharing, we combine the strong points of CCN and NetInf, where information islands (IOIs) and management plane are utilized for direct data retrieval and global data discovery, respectively. We provide a reference architecture and propose an aggregatable name-based routing (ANBR), which can naturally enable consumers to retrieve the closest copy of information. In this network, each piece of data can be cached at one IOI at most once, which greatly improves the efficiency of cache usages. The consumers first try to retrieve the data in the local IOI, and then try to globally retrieve it from the closest IOI, holding the copy of the data if necessary. We investigate the impact from the key factor, IOI size, to the energy consumption of ANBR. It shows that energy consumption first decreases and then increases as the IOI size increases, and the optimized IOI size can be found for deployment. Furthermore, we study the relation between the optimized IOI size and the average retrieval times for the data. The result shows that the optimized IOI size increases as the average retrieval times increase.",excluded
3,517f56cf1ede34324c3b697aa16fb72a3d15457b,IEEE Journal on Selected Areas in Communications,semantic_scholar,https://www.semanticscholar.org/paper/517f56cf1ede34324c3b697aa16fb72a3d15457b,citation,2012,,,,,"sedax: a scalable, resilient, and secure platform for smart grid communications","Smart Grid applications are imposing challenging requirements of security and reliability on the N-way communication infrastructure being designed to support multiple grid applications. These challenges stem from the increasing incorporation of distributed renewable energy sources on to the grid, the rising deployment of electric vehicles, and active consumer participation into power grid operations, all of which communicate with the utility control center with varying degrees of priority and security. To address these challenging requirements, we propose SeDAX, a SEcure Data-centric Application eXtensible platform for Smart Grid applications. SeDAX implements scalable, resilient and secure data delivery and data sharing in a wide area network. The platform can scalably handle high volumes of data generated by both applications and sensors. The SeDAX architecture has as its basis a Delaunay Triangulation (DT) network. The properties of the DT graph are leveraged to scalably support secure data-centric (or information-centric) group communication. The primary goals of this platform are to support communication resilience and data availability. The key functional blocks of the SeDAX platform are: (1) a geographic hash forwarding algorithm that operates over the DT graph (DT-GHF), and (2) a DT-based data replication scheme. The forwarding and replication schemes are scalable and cost effective in terms of communication overhead and memory. We describe the design details of the SeDAX platform and present empirical results on the performance of SeDAX as compared with other geometric-based alternatives such as Geographic Hash Table (GHT) forwarding and Content Addressable Networking (CAN). The operation of SeDAX is illustrated in the context of implementing demand response, a known Smart Grid application.",architecture
4,045c7665e95ae9f0dbdac771ca307c5427ab6426,2010 2nd International Conference on Advanced Computer Control,semantic_scholar,https://www.semanticscholar.org/paper/045c7665e95ae9f0dbdac771ca307c5427ab6426,citation,2010,,,,,data-oriented architecture of ln function,"In this paper a new architecture to calculate Ln function based on data-oriented theory is introduced. Because of using proper and huge amount of data in modeling, implementing of this type of models causes less calculation complexity. Data-oriented architecture is made of considering memory and small calculation unit together. Proposed method calculates Ln function faster than common methods.",architecture
5,585b18385db6eb806e207b797ae7262143b9bd28,2010 3rd International Conference on Advanced Computer Theory and Engineering(ICACTE),semantic_scholar,https://www.semanticscholar.org/paper/585b18385db6eb806e207b797ae7262143b9bd28,citation,2010,,,,,data-oriented architecture of sine and cosine functions,"In this paper a new architecture to calculate Sine and Cosine Function based on data-oriented theory is introduced. To compute sine and cosine by this model less mathematical operations are needed comparing to common methods. Therefore, hardware implementation of this architecture provides faster module.",architecture
6,7f7553beefdf3579a6759b97ef41948c1fc79c57,iiWAS,semantic_scholar,https://www.semanticscholar.org/paper/7f7553beefdf3579a6759b97ef41948c1fc79c57,citation,2017,,,,,a data-oriented architecture for loosely coupled real-time information systems,"In this paper, we present an architectural pattern called Data Oriented Architecture (DOA). Motivation is the fact that on the one hand we face a shift to the usage of more and more mobile devices but on the other hand most services in the Internet still use a classic client-server-approach. Data is mainly produced at private devices today and put on centralized servers afterwards. This situation reflects the actual reality better: data is shared directly among users without the need of centralized sources. Three key facts distinguish DOA from existing approaches: First, DOA does not bind data to a specific location. Data is defined by the application which produced it and not an address of a location where it is currently stored. Second, DOA is a holistic approach that comprises a suitable data structure, data access methods and a message exchange protocol. Thus, DOA can be easily implemented and used right away. Third, in DOA, users can decide which data they want to keep private and which data they want to share. Shared data becomes a ""public good"" that is not owned by a specific entity but belongs to the community.",architecture
7,5cefcd5ead9e05871710d75da2d1db75ba9a33bf,2018 8th International Conference on Electronics Information and Emergency Communication (ICEIEC),semantic_scholar,https://www.semanticscholar.org/paper/5cefcd5ead9e05871710d75da2d1db75ba9a33bf,citation,2018,,,,,satellite network architecture design based on sdn and icn technology,"In order to solve the problems of traditional integrated space-terrestrial network control and service deployment complexity and large request delay of streaming media data such as video in big data environment, this paper proposes ContentSDSN architecture. By introducing the idea of SDN and ICN, on the one hand, SDN framework is used to simplify the control of the integrated space-terrestrial network and improve the efficiency of network service deployment; on the other hand, by using of the inherent request aggregation and data distribution capabilities of network forwarding nodes, as well as the forwarding node has high sensitivity to content and optional cache features, in order to achieve the overall performance of the integrated space-terrestrial network upgrade. The simulation results show that ContentSDSN architecture has the advantages of flexible network control and small request delay compared with the integrated space-terrestrial network architecture.",excluded
8,5b56f11758fa7e40ef6a3ebf9d7bc8eeff5079fe,ICON 2012,semantic_scholar,https://www.semanticscholar.org/paper/5b56f11758fa7e40ef6a3ebf9d7bc8eeff5079fe,citation,2012,,,,,application design over named data networking with its features in mind,"Designed around host-reachability, today’s Internet architecture faces many limitations while serving data-oriented applications, which produce most traffic load to the Internet. Many clean-slate designs of the content/data oriented network have emerged to adapt to these needs. Named Data Networking (also known as CCN) is one of these designs to address these limitations from the fundamental level by building network architecture around named data. In this paper, we identify five key features crucial to application design over Named Data Networking and take the voice conference system as an example to show how this features impact the application design significantly in detail. We identify three major challenges facing current voice conference system and illustrate how NDN could help to solve these challenges. A NDN-based design of voice conference system is presented along with discussing its reliability and congestion control. Keywords-Named Data Networking; Application Design;",excluded
9,a6a2935c5b9bb9fbd1f04febffa0d6d5f1219359,,semantic_scholar,https://www.semanticscholar.org/paper/a6a2935c5b9bb9fbd1f04febffa0d6d5f1219359,citation,2012,,,,,data-centric network for highly distributed and mobile data distribution,"The conventional telephony networking was used mainly for communication between two terminals. However, recent network such as the Internet is mainly used for data distribution and access via the network. Recent research efforts are conducted to realize new network architecture that is optimized for this kind of communication, but it lacked in scalability when the data is added, moved, or updated. In this paper, we propose a new architecture called Data-centric Network (DCN) that allows scalable access to dynamic data in a widely distributed environment. Keyword Data-centric Network,Mobility 1. はじめに TCP/IP に代表される IP ネットワーク技術は,その 接続の容易性と構築・運用の低コスト性から,1990 年 代より急速に普及し,現在ではインターネット,企業 LAN,VPN,データセンタ,ホームネットワークなど で広く使われており,情報化社会を支える最も重要な ネットワーク技術の一つとなっている。 一方,近年では高度な信頼性の実現,IP ノードの消 費電力量増加への対策,ネットワーク管理コスト増加 への対策,エンド・エンドでの帯域確保など IP ネット ワーク技術では解決が難しい課題も顕在化し始めてい る。そこで日米欧では,2015 年から 2020 年あたりの 実現を見据えて,これらの課題の抜本的な対策を全く 白紙状態(Clean Slate)から検討する試みとして,新 世代ネットワークの研究が進められている。 [1][2][3] 新世代ネットワークの研究では 2006 年より各種技 術分野の抽出と絞り込みが進んでおり、現在は主要な 技術分野としてネットワーク仮想化 [4]とデータ指向 型ネットワーク [12][13][5]が注目されている。ネット ワーク仮想化は、新世代ネットワークの様々なアプリ ケーションやプロトコル( IP ではない新たなプロトコ ルを含む)の実験を行うテストベッドを実現する技術 として開発が行われている。一方、データ指向型ネッ トワークに関しても近年多方面でコンセプトレベルの 方式提案や実証実験が行われるようになっている。 2. M2M サービスの要件と提案アーキテクチャ 2.1. M2M サービスの要件 新世代ネットワークの要件としては、過去に NICT 研究開発戦略本部や研究プロジェクト(AKARI)によ って、特定のサービスを想定しない一般的な要件(大 容量、スケーラブル、オープン性など)が提言されて いる。 [1] 本研究ではこれらの要件を更に具体化するために、 サービスの一例として今後急速な普及が予想される M2M サービスを想定し、その要件を抽出した。  要件 1:端末(M2M 機器)の大量化、低価格化、 低機能化 500 億個以上の端末がネットワークに接続され、そ の大半がセンサなど低機能且つ低価格な端末とな るため、簡易なネットワーク接続方式や通信方式が 必要となる。  要件 2:端末やネットワークの移動、更新の容易化 端末の移動・移設(仮想サーバのマイグレーション を含む)や交換は最小限の設定だけで容易に実現で きることが必要となる。端末が接続されるネットワ ークもイーサネットと同等のネットワーク構成の 更新容易性が必要となる。  要件 3:データのダイナミックな変化への対応 M2M 機器が発信するデータはダイナミックに変化 し、データの追加・移動・更新・削除が頻繁且つ不 規則に発生する。データが利用されるタイミングの 予測は困難であり、センサの状態データのように一 時的に蓄積された後削除されるデータも多い。ネッ トワークはこのようなデータに逐次追随しつつア クセス可能とすることが必要となる。  要件 4:多対多通信 大量の端末が発信するデータを多数のサービスサ ーバが利用する多対多の通信が増加し、 unicast 以 外の通信形態(broadcast、multicast、publish/subscribe、 クエリ /key-value-store)が通信の大半を占めるよう になるため、ネットワークはこれらの通信形態をサ ポートする必要がある。 2.2. 提案アーキテクチャ 本研究では、前述の新世代ネットワークの要件に適 した新たなネットワークアーキテクチャとして、 Data-centric Network(DCN)を提案する。従来のネッ トワークは端末間のデータ通信を主目的としていた。 一方現在では、所望のデータを取得することがネット ワークの主目的となっている。DCN はこのようなネッ トワークの利用形態の変化を踏まえ、膨大な量のデー タから容易にデータを取得することができるネットワ ークアーキテクチャの実現を目指す。 図 1 に本研究で想定するネットワークアーキテク チャの変遷を示す。従来の PSTN が音声通話などの人 対人の通信が中心で、現在のインターネットが WEB などの人対モノの 1 対 1 通信が中心であるのに対し、 DCN は将来のセンサや機器同士が通信するモノ対モ ノの多対多通信に適したアーキテクチャを目指す。 DCN では端末は通信相手の端末を意識せずに、取得し たいデータの ID を指定するだけで通信を行う。 図 1 ネットワークアーキテクチャの遷移 2.1 章で挙げた要件に対し、現状の IP ネットワーク と将来求められる DCN の比較を表 1 に示す。 表 1 IP ネットワークと DCN の比較",excluded
10,8859ac6c40996bad1c2b74ba97fe81fcede7181f,,semantic_scholar,https://www.semanticscholar.org/paper/8859ac6c40996bad1c2b74ba97fe81fcede7181f,citation,2008,,,,,performance comparison of content-oriented networking alternatives : a hierarchical tree versus a flat distributed hash table,"The internet was designed with host-oriented networking applications such as file transfer and remote login. However, recent internet statistics show that content-oriented traffic (e.g. web pages, multimedia clips) becomes more and more dominant. Even though content-oriented networking has received increasing attention, there have been few comprehensive and quantitative studies on how to realize a content-oriented networking framework. In this paper, we focus on the operational issues of the new networking framework: (i) how to locate contents, (ii) how to deliver contents, and (iii) how to cache contents. There are two major infrastructure alternatives in substantiating these mechanisms: a tree and a distributed hash table (DHT). We carry out comprehensive simulation experiments to compare these alternatives in terms of content transfer latency, cache effectiveness, and failure resilience. I. I NTRODUCTION The Internet has evolved from a small-scale academic testbed into a crucial social infrastructure. For 40 years since its inception, the Internet has tried to accommodate new and unanticipated requirements. However, its rigid design based on TCP/IP, internet service providers’ exclusive control of networks and so on have ossified the Internet [6]. One of the Internet design principles that hinders the current Internet evolution is the host-oriented communications. That is, the early stage Internet applications, such as remote login, file transfer, and e-mail, focused strictly on host-to-host communications, where an end user explicitly directs his/her host to communicate with another host. Over the past several years, however, the vast majority of Internet usage has become data retrieval and service access [23], [3], [16] (i.e.,data-orientedusage), where an end user cares about contents 1 but is oblivious to or less aware of the host (or its location) [16]. For example, (i) many people often use search engines like Google from which they jump to the data or service page irrespective of the location in which the desired data/service resides, (ii) web intermediaries such as web caches and content delivery networks (CDNs) [18] transparently redirect web clients to a nearby copy of the requested data without contacting the original Web server, and (iii) peer-to-peer (P2P) applications enable users to search and 1In this paper, we use “data” and “contents” almost interchangeably. In the literature, “contents” often have more semantics than “data”. retrieve the data without making them know the location or identity of the host. The common viable contribution of search engines, web caching, CDNs, and P2P applications is that they all seek to support data-oriented applications. They improve the data availability, ease-of-use, performance, and scalability of applications by overcoming the limitations of the host-oriented principles of the legacy Internet by manipulating DNS naming and/or name resolution. In other words, they decouple content files from their locations (or hosts) using various techniques such as caching, replication with transparent request redirection, maintenance of a searching infrastructure, etc. [16]. Recently, lessons from these several application/servicedependent ad-hoc solutions, have motivated “clean-slate” efforts [1], [16], [10], termed data-oriented or content-centric networking, which strive to redesign the host-oriented Internet to accommodate more and more dominant data-oriented Internet usage at the architectural level. The essence of contentoriented networking lies in decoupling contents from the service host/location not at application levels, but at networking levels. That is, content-oriented networking shifts the focus from transmitting data between two hosts (or their locations) to delivering data via a content identifier 2. The content-oriented networking architecture is expected to (i) free application/service developers from re-inventing the necessary mechanisms, and (ii) provide scalable and efficient delivery of the requested contents. However, there have been few studies that how to substantiate the content-oriented networking infrastructure in terms of performance metrics. In order to address the operational issues that are missing in the recent architectural studies on content-oriented networking in the literature, this paper explores two alternatives for content-oriented network infrastructures: a hierarchical tree and a flat distributed hash table (DHT). Whether we choose a tree or a DHT for the infrastructure affects almost every aspect of network operations: name resolution, content delivery, caching, and so on. We will compare these two alternatives in terms of scalability, robustness, transfer latency thoroughly. 2As an example, the Data-Oriented Network Architecture (DONA) [16] r places endpoint-based DNS by a new name resolution mechanism using flat, certifying names and name-based anycast primitives above the IP layer.",excluded
