doi,url,title,abstract,publisher,publication_date,database,query_name,query_value
6eb60dfe9bfaf886a124f73fe9fb1bae2232ef95,https://www.semanticscholar.org/paper/6eb60dfe9bfaf886a124f73fe9fb1bae2232ef95,Adoption of machine learning technology for failure prediction in industrial maintenance: A systematic review,,Journal of Manufacturing Systems,2021,semantic_scholar,citation,citation
3d41822773c620c2fd41cae1c56e55e4d3260dbc,https://www.semanticscholar.org/paper/3d41822773c620c2fd41cae1c56e55e4d3260dbc,"RPA as A Tool for Social Media Marketing: The good, The Bad and The Ugly","Abstract RPA as known as Robotic Process Automatic, which is applying computer ability to integrate manual process to automatic process. So far, it is commonly used in industry or company process automation. With the rapid growth of World Wide Web and Social Media, social marketing and social commerce has becoming the main stream of e-commerce. However, the process of social media marketing is complicate and require a lot of manual works and human resource. Therefore, RPA is now a hot topic for social media marketing to reduce human resource and speed up the process. In this paper, we adopt deep interview research method to interview stakeholders of social media marketing about the good, the bad and the ugly of social media marketing. Conclusion and recommendation also been included in this paper. Social and professional topics→Professional topics→Computing and business→Automation",MISNC,2021,semantic_scholar,citation,citation
1d2a680bbf8591f4c58d77f1fdee3f320f27cc9c,https://www.semanticscholar.org/paper/1d2a680bbf8591f4c58d77f1fdee3f320f27cc9c,Multi-oriented run length based static and dynamic features fused with Choquet fuzzy integral for human fall detection in videos,,J. Vis. Commun. Image Represent.,2021,semantic_scholar,citation,citation
36af40ec6fe05372cafe4716f2517844dcf7d189,https://www.semanticscholar.org/paper/36af40ec6fe05372cafe4716f2517844dcf7d189,Design of Packaging Design Evaluation Architecture Based on Deep Learning,"Most researchers use visual communication symbols to achieve the purpose of information dissemination, which is also a very important marketing tool for the current era of packaging design. And the use of visual communication technology to make better product packaging design has become one of most the important means for major enterprises to sell their products and construct a good brand image. In this paper, we use a deep CNN-based aesthetic classification method for splash screens and a deep learningbased NIMA neural network to predict the aesthetic evaluation distribution of splash screen images, respectively.(e connotation of visual communication and packaging design and the impact of the role of visual communication technology on packaging design are analyzed.",,2022,semantic_scholar,citation,citation
62626f39d997e369ce427a27e008a23b71a28626,https://www.semanticscholar.org/paper/62626f39d997e369ce427a27e008a23b71a28626,Wearable Tag for Human Health Monitoring System,,Inventive Computation and Information Technologies,2022,semantic_scholar,citation,citation
78ba1f6858067d5549f8bfc0d85ef26cc32a0190,https://www.semanticscholar.org/paper/78ba1f6858067d5549f8bfc0d85ef26cc32a0190,"Ambient Assisted Living: A Scoping Review of Artificial Intelligence Models, Domains, Technology and Concerns (Preprint)","
 BACKGROUND
 Ambient Assisted Living (AAL) is a common name for various Artificial Intelligence (AI)-infused applications and platforms that support their users in need in multiple activities, from health to daily living. These systems use different approaches to learn about their users and make automated decisions, known as AI models, for personalizing their services and increasing outcomes. Given the numerous systems developed and deployed for people with different needs, health conditions, and dispositions towards the technology, it is critical to obtain clear and comprehensive insights concerning AI models employed, along with their domains, technology, and concerns, to identify promising directions for future work.
 
 
 OBJECTIVE
 This study provides a scoping review of the literature on AI models in AAL. In particular, we analyze: 1) specific AI models employed in AАL systems, 2) the target domains of the models, 3) the technology using the models, and 4) the major concerns from the end-user perspective. Our goal is to consolidate research on the topic and inform end-users, healthcare professionals and providers, researchers, and practitioners in developing, deploying, and evaluating future intelligent AAL systems.
 
 
 METHODS
 The study was conducted as a scoping review to identify, analyze and extract the relevant literature. It used a natural language processing (NLP) toolkit to retrieve the article corpus for an efficient and comprehensive automated literature search. The relevant articles were then extracted from the corpus and analyzed manually. The review included five digital libraries: the Institute of Electrical and Electronics Engineers (IEEE), PubMed, Springer, Elsevier, and the Multidisciplinary Digital Publishing Institute (MDPI).
 
 
 RESULTS
 The annual distribution of relevant articles shows a growing trend for all categories from January 2010 to November 2021. The AI models started with unsupervised approaches as the leader, followed by deep learning (dominant from 2020), instance-based learning, and supervised techniques. Activity recognition and assistance were the most common target domains of the models. Ambient sensing, wearable, and mobile technologies mainly implemented the models. Older adults were primary beneficiaries, followed by patients and frail persons of various ages. Availability was a top beneficiary concern, and to less extent, reliability, safety, privacy, and security.
 
 
 CONCLUSIONS
 The study presents the analytical evidence of AI models in AAL and their domains, technologies, beneficiaries, and concerns. Future research on intelligent AAL should: involve healthcare professionals and caregivers as designers and users, comply with health-related regulation, improve transparency and privacy, integrate with healthcare technological infrastructure, explain their decisions to the users, and establish evaluation metrics and design guidelines.
",,2022,semantic_scholar,citation,citation
87676fa4eba42ed5a18a2a81f2140da9165bdbbd,https://www.semanticscholar.org/paper/87676fa4eba42ed5a18a2a81f2140da9165bdbbd,Design of Packaging Design Evaluation Architecture Based on Deep Learning,"Most researchers use visual communication symbols to achieve the purpose of information dissemination, which is also a very important marketing tool for the current era of packaging design. And the use of visual communication technology to make better product packaging design has become one of most the important means for major enterprises to sell their products and construct a good brand image. In this paper, we use a deep CNN-based aesthetic classification method for splash screens and a deep learning-based NIMA neural network to predict the aesthetic evaluation distribution of splash screen images, respectively. The connotation of visual communication and packaging design and the impact of the role of visual communication technology on packaging design are analyzed.",Scientific Programming,2022,semantic_scholar,citation,citation
af2b4938c5e2233ee510ce972c4c7c3733656cef,https://www.semanticscholar.org/paper/af2b4938c5e2233ee510ce972c4c7c3733656cef,Distributed intelligence on the Edge-to-Cloud Continuum: A systematic literature review,,J. Parallel Distributed Comput.,2022,semantic_scholar,citation,citation
e69cdb36d9565fff14b7be9d73f0f215937a9523,https://www.semanticscholar.org/paper/e69cdb36d9565fff14b7be9d73f0f215937a9523,On the feature extraction process in machine learning. An experimental study about guided versus non-guided process in falling detection systems,,Engineering Applications of Artificial Intelligence,2022,semantic_scholar,citation,citation
fd17a797147058e80bdbaa675a1fe92039cd0b9e,https://www.semanticscholar.org/paper/fd17a797147058e80bdbaa675a1fe92039cd0b9e,Artificial Intelligence (AI) and Machine Learning for Multimedia and Edge Information Processing,"The advancements and progress in artificial intelligence (AI) and machine learning, and the numerous availabilities of mobile devices and Internet technologies together with the growing focus on multimedia data sources and information processing have led to the emergence of new paradigms for multimedia and edge AI information processing, particularly for urban and smart city environments. Compared to cloud information processing approaches where the data are collected and sent to a centralized server for information processing, the edge information processing paradigm distributes the tasks to multiple devices which are close to the data source. Edge information processing techniques and approaches are well suited to match current technologies for Internet of Things (IoT) and autonomous systems, although there are many challenges which remain to be addressed. The motivation of this paper was to survey these new paradigms for multimedia and edge information processing from several technological perspectives including: (1) multimedia analytics on the edge empowered by AI; (2) multimedia streaming on the intelligent edge; (3) multimedia edge caching and AI; (4) multimedia services for edge AI; and (5) hardware and devices for multimedia on edge intelligence. The review covers a wide spectrum of enabling technologies for AI and machine learning for multimedia and edge information processing.",Electronics,2022,semantic_scholar,citation,citation
